Name,Team,Salary
Tony Allen,Memphis Grizzlies,"$3,300,000"
Shane Battier,Miami Heat,"$3,270,000"
Matt Barnes,LA Clippers,"$3,250,000"
Will Bynum,Detroit Pistons,"$3,250,000"
Corey Brewer,Denver Nuggets,"$3,243,000"
Ray Allen,Miami Heat,"$3,229,050"
Greg Monroe,Detroit Pistons,"$3,217,680"
Mike Dunleavy,Milwaukee Bucks,"$3,183,000"
Brandon Jennings,Milwaukee Bucks,"$3,179,493"
Timofey Mozgov,Denver Nuggets,"$3,140,429"
Shawne Williams,Minnesota Timberwolves,"$3,135,000"
Jason Kidd,New York Knicks,"$3,090,000"
Mirza Teletovic,Brooklyn Nets,"$3,090,000"
Vince Carter,Dallas Mavericks,"$3,090,000"
Damian Lillard,Portland Trail Blazers,"$3,065,040"
Tyler Hansbrough,Indiana Pacers,"$3,055,259"
Bismack Biyombo,Charlotte Bobcats,"$3,049,920"
Joel Freeland,Portland Trail Blazers,"$3,013,512"
Darrell Arthur,Memphis Grizzlies,"$3,006,217"
Lavoy Allen,Philadelphia 76ers,"$3,000,000"
Kosta Koufos,Denver Nuggets,"$3,000,000"
Travis Outlaw,Sacramento Kings,"$3,000,000"
Jerryd Bayless,Memphis Grizzlies,"$3,000,000"
Carlos Delfino,Houston Rockets,"$3,000,000"
Jeff Foster,Indiana Pacers,"$3,000,000"
Austin Daye,Memphis Grizzlies,"$2,958,077"
Al-Farouq Aminu,New Orleans Hornets,"$2,947,800"
Alexey Shved,Minnesota Timberwolves,"$2,934,610"
Dahntay Jones,Atlanta Hawks,"$2,900,000"
Julian Wright,Toronto Raptors,"$2,858,057"
Mark Madsen,Minnesota Timberwolves,"$2,840,000"
Kwame Brown,Philadelphia 76ers,"$2,819,044"
James Johnson,Sacramento Kings,"$2,812,006"
JR Smith,New York Knicks,"$2,806,452"
Harrison Barnes,Golden State Warriors,"$2,798,040"
Kevin Seraphin,Washington Wizards,"$2,761,114"
Eduardo Najera,Charlotte Hornets,"$2,750,000"
Gordon Hayward,Utah Jazz,"$2,709,720"
David Andersen,Fenerbahce Ulker Fenerbahce Ulker,"$2,685,185"
Brandon Knight,Detroit Pistons,"$2,678,640"
Jrue Holiday,Philadelphia 76ers,"$2,674,852"
Josh McRoberts,Charlotte Bobcats,"$2,652,000"
Quentin Richardson,New York Knicks,"$2,627,400"
Eric Bledsoe,LA Clippers,"$2,626,473"
Nick Collison,Oklahoma City Thunder,"$2,585,668"
Greg Stiemsma,Minnesota Timberwolves,"$2,575,000"
Aaron Gray,Toronto Raptors,"$2,575,000"
Paul George,Indiana Pacers,"$2,574,120"
Kemba Walker,Charlotte Bobcats,"$2,568,360"
Terrence Ross,Toronto Raptors,"$2,563,320"
Ty Lawson,Denver Nuggets,"$2,544,529"
Randy Foye,Utah Jazz,"$2,500,000"
Jason Smith,New Orleans Hornets,"$2,500,000"
Cole Aldrich,Sacramento Kings,"$2,445,480"
Jeff Teague,Atlanta Hawks,"$2,433,077"
Aaron Brooks,Houston Rockets,"$2,400,000"
Ricky Davis,LA Clippers,"$2,400,000"
Andre Drummond,Detroit Pistons,"$2,356,320"
Trevor Booker,Washington Wizards,"$2,350,820"
Jimmer Fredette,Sacramento Kings,"$2,339,040"
Xavier Henry,New Orleans Hornets,"$2,323,200"
Earl Watson,Utah Jazz,"$2,300,000"
Omri Casspi,Cleveland Cavaliers,"$2,277,306"
Anthony Parker,Cleveland Cavaliers,"$2,250,000"
Ben Wallace,Detroit Pistons,"$2,246,400"
DeShawn Stevenson,Atlanta Hawks,"$2,240,450"
Austin Rivers,New Orleans Hornets,"$2,238,360"
Rodrigue Beaubois,Dallas Mavericks,"$2,227,333"
CJ Miles,Cleveland Cavaliers,"$2,225,000"
Klay Thompson,Golden State Warriors,"$2,222,160"
Ed Davis,Memphis Grizzlies,"$2,207,040"
Meyers Leonard,Portland Trail Blazers,"$2,126,520"
Jeremy Lamb,Oklahoma City Thunder,"$2,111,160"
Alec Burks,Utah Jazz,"$2,111,160"
Elton Brand,Dallas Mavericks,"$2,100,500"
Patrick Patterson,Sacramento Kings,"$2,096,760"
Markieff Morris,Phoenix Suns,"$2,091,840"
Dante Cunningham,Minnesota Timberwolves,"$2,090,000"
Wayne Ellington,Cleveland Cavaliers,"$2,083,042"
Toney Douglas,Sacramento Kings,"$2,067,880"
Anthony Johnson,Orlando Magic,"$2,062,800"
Brent Barry,Houston Rockets,"$2,062,800"
Brendan Haywood,Charlotte Bobcats,"$2,050,000"
Eric Maynor,Portland Trail Blazers,"$2,016,000"
Kendall Marshall,Phoenix Suns,"$2,005,560"
Larry Sanders,Milwaukee Bucks,"$1,991,760"
Rasho Nesterovic,Toronto Raptors,"$1,990,000"
Marcus Morris Sr.,Phoenix Suns,"$1,987,320"
Grant Hill,LA Clippers,"$1,975,000"
Marco Belinelli,Chicago Bulls,"$1,957,000"
Darren Collison,Dallas Mavericks,"$1,900,000"
Luke Babbitt,Portland Trail Blazers,"$1,892,280"
John Henson,Milwaukee Bucks,"$1,823,280"
Dikembe Mutombo,Houston Rockets,"$1,823,280"
Kawhi Leonard,San Antonio Spurs,"$1,809,840"
Maurice Harkless,Orlando Magic,"$1,809,840"
Jeremy Evans,Utah Jazz,"$1,794,872"
Nikola Vucevic,Orlando Magic,"$1,793,520"
Donte Greene,Memphis Grizzlies,"$1,679,914"
Chris Andersen,Miami Heat,"$1,679,408"
Renaldo Balkman,Dallas Mavericks,"$1,675,000"
Anthony Randolph,Denver Nuggets,"$1,674,641"
Royce White,Houston Rockets,"$1,645,440"
Iman Shumpert,New York Knicks,"$1,633,440"
Avery Bradley,Boston Celtics,"$1,630,800"
Reggie Evans,Brooklyn Nets,"$1,622,617"
Chris Singleton,Washington Wizards,"$1,618,680"
Sebastian Telfair,Toronto Raptors,"$1,567,500"
Tyler Zeller,Cleveland Cavaliers,"$1,563,120"
Jodie Meeks,Los Angeles Lakers,"$1,550,000"
Tobias Harris,Orlando Magic,"$1,545,840"
Slava Kravtsov,Detroit Pistons,"$1,500,000"
John Lucas III,Toronto Raptors,"$1,500,000"
Greg Oden,Miami Heat,"$1,500,000"
Jeff Ayres,Indiana Pacers,"$1,500,000"
Gary Forbes,Brooklyn Nets,"$1,500,000"
James Jones,Miami Heat,"$1,500,000"
Gustavo Ayon,Milwaukee Bucks,"$1,500,000"
Jared Jeffries,Portland Trail Blazers,"$1,475,106"
Alexis Ajinca,LA Clippers,"$1,467,840"
Elliot Williams,Portland Trail Blazers,"$1,442,880"
Tony Snell,New Orleans Pelicans,"$1,409,040"
Craig Brackins,Philadelphia 76ers,"$1,404,960"
Nando De Colo,San Antonio Spurs,"$1,400,000"
Willie Green,LA Clippers,"$1,399,507"
Zydrunas Ilgauskas,Miami Heat,"$1,399,507"
Eddie House,Miami Heat,"$1,399,507"
Rashard Lewis,Miami Heat,"$1,399,507"
Nolan Smith,Portland Trail Blazers,"$1,365,720"
Evan Fournier,Denver Nuggets,"$1,361,400"
Jamaal Tinsley,Utah Jazz,"$1,352,181"
Kurt Thomas,New York Knicks,"$1,352,181"
Roko-Leni Ukic,Milwaukee Bucks,"$1,350,000"
Kenneth Faried,Denver Nuggets,"$1,311,240"
Jared Sullinger,Boston Celtics,"$1,306,920"
Hamed Ehaddadi,Phoenix Suns,"$1,300,000"
Victor Claver,Portland Trail Blazers,"$1,300,000"
Dominique Jones,Dallas Mavericks,"$1,276,560"
Reggie Jackson,Oklahoma City Thunder,"$1,260,360"
Fab Melo,Boston Celtics,"$1,254,720"
Quincy Pondexter,Memphis Grizzlies,"$1,234,320"
Sasha Pavlovic,Portland Trail Blazers,"$1,232,713"
John Jenkins,Atlanta Hawks,"$1,204,560"
Hasheem Thabeet,Oklahoma City Thunder,"$1,200,000"
Jordan Crawford,Boston Celtics,"$1,198,680"
Greivis Vasquez,New Orleans Hornets,"$1,191,240"
Christian Eyenga,Orlando Magic,"$1,174,080"
MarShon Brooks,Brooklyn Nets,"$1,160,040"
Jared Cunningham,Dallas Mavericks,"$1,156,320"
Reggie Bullock Jr.,Houston Rockets,"$1,149,000"
Ronnie Price,Portland Trail Blazers,"$1,146,337"
Jordan Hamilton,Denver Nuggets,"$1,121,520"
Jimmy Butler,Chicago Bulls,"$1,112,880"
Andre Roberson,Brooklyn Nets,"$1,110,840"
Tony Wroten,Memphis Grizzlies,"$1,110,120"
Stephen Graham,Milwaukee Bucks,"$1,106,941"
Joey Graham,Cleveland Cavaliers,"$1,106,941"
JaJuan Johnson,Houston Rockets,"$1,089,240"
Patty Mills,San Antonio Spurs,"$1,085,120"
Perry Jones,Oklahoma City Thunder,"$1,082,520"
Marquis Teague,Chicago Bulls,"$1,074,720"
Cory Joseph,San Antonio Spurs,"$1,074,720"
Miles Plumlee,Indiana Pacers,"$1,073,280"
Alando Tucker,Minnesota Timberwolves,"$1,071,720"
Von Wafer,Orlando Magic,"$1,069,509"
Kelenna Azubuike,Cleveland Cavaliers,"$1,069,509"
Luke Harangody,Cleveland Cavaliers,"$1,054,389"
DeJuan Blair,San Antonio Spurs,"$1,054,000"
Arnett Moultrie,Philadelphia 76ers,"$1,042,320"
Quinton Ross,Brooklyn Nets,"$1,033,342"
Jawad Williams,Cleveland Cavaliers,"$1,029,389"
Festus Ezeli,Golden State Warriors,"$1,020,960"
Kyle Singler,Detroit Pistons,"$1,000,000"
Jon Brockman,Houston Rockets,"$1,000,000"
C.J. Watson,Brooklyn Nets,"$992,680"
Brandan Wright,Dallas Mavericks,"$992,680"
Ivan Johnson,Atlanta Hawks,"$962,195"
Daniel Orton,Oklahoma City Thunder,"$916,099"
Ish Smith,Milwaukee Bucks,"$910,941"
Chandler Parsons,Houston Rockets,"$888,250"
Chase Budinger,Minnesota Timberwolves,"$885,120"
Henry Walker,Miami Heat,"$885,120"
DeMarre Carroll,Utah Jazz,"$885,120"
Alexander Johnson,Miami Heat,"$885,120"
Pops Mensah-Bonsu,Denver Nuggets,"$885,120"
Salim Stoudamire,Atlanta Hawks,"$884,881"
Ryan Hollins,LA Clippers,"$884,293"
Garrett Temple,Washington Wizards,"$884,293"
Nazr Mohammed,Chicago Bulls,"$884,293"
Malcolm Thomas,Chicago Bulls,"$884,293"
Malcolm Lee,Minnesota Timberwolves,"$884,293"
E'Twaun Moore,Orlando Magic,"$884,293"
DeAndre Liggins,Oklahoma City Thunder,"$884,293"
P.J. Tucker,Phoenix Suns,"$884,293"
Patrick Ewing Jr.,New Orleans Pelicans,"$884,293"
Lance Stephenson,Indiana Pacers,"$870,000"
Quincy Douby,Sacramento Kings,"$855,189"
Marcus Haislip,San Antonio Spurs,"$855,189"
Mouhamed Sene,New York Knicks,"$855,189"
Anthony Roberson,Chicago Bulls,"$855,189"
Javaris Crittenton,Washington Wizards,"$854,389"
Darius Miles,Memphis Grizzlies,"$854,389"
Kyle Weaver,Memphis Grizzlies,"$854,389"
Luke Jackson,Miami Heat,"$854,389"
Josh Davis,Memphis Grizzlies,"$854,389"
Kenny Thomas,Sacramento Kings,"$854,389"
Jamaal Magloire,Toronto Raptors,"$854,389"
Melvin Ely,Washington Wizards,"$854,389"
Maurice Evans,Washington Wizards,"$854,389"
Hassan Whiteside,Utah Jazz,"$854,389"
Trey Gilder,Utah Jazz,"$854,389"
Mike Harris,Utah Jazz,"$854,389"
Dwayne Jones II,Utah Jazz,"$854,389"
Royal Ivey,Philadelphia 76ers,"$854,389"
Derrick Brown,San Antonio Spurs,"$854,389"
Malik Hairston,San Antonio Spurs,"$854,389"
Darryl Watkins,New Orleans Pelicans,"$854,389"
Trey Johnson,Sacramento Kings,"$854,389"
Antoine Wright,Sacramento Kings,"$854,389"
Sean May,Sacramento Kings,"$854,389"
Luther Head,Sacramento Kings,"$854,389"
Roger Mason Jr.,New Orleans Hornets,"$854,389"
Coby Karl,Denver Nuggets,"$854,389"
Craig Smith,Portland Trail Blazers,"$854,389"
Fabricio Oberto,Portland Trail Blazers,"$854,389"
A.J. Price,Washington Wizards,"$854,389"
Leandro Barbosa,Boston Celtics,"$854,389"
Sonny Weems,Philadelphia 76ers,"$854,389"
Keith Bogans,Brooklyn Nets,"$854,389"
Francisco Elson,Philadelphia 76ers,"$854,389"
Tony Battie,Philadelphia 76ers,"$854,389"
Larry Hughes,Orlando Magic,"$854,389"
Malik Allen,Orlando Magic,"$854,389"
James White,New York Knicks,"$854,389"
Didier Ilunga-Mbenga,New York Knicks,"$854,389"
Rasheed Wallace,New York Knicks,"$854,389"
Baron Davis,New York Knicks,"$854,389"
Mike Bibby,Memphis Grizzlies,"$854,389"
Andray Blatche,Brooklyn Nets,"$854,389"
Jason Collins,Washington Wizards,"$854,389"
Jerry Stackhouse,Brooklyn Nets,"$854,389"
Marko Jaric,Brooklyn Nets,"$854,389"
Kyrylo Fesenko,Minnesota Timberwolves,"$854,389"
Shelden Williams,Brooklyn Nets,"$854,389"
Maurice Ager,Minnesota Timberwolves,"$854,389"
Rasual Butler,Minnesota Timberwolves,"$854,389"
Marquis Daniels,Milwaukee Bucks,"$854,389"
Josh Powell,Milwaukee Bucks,"$854,389"
Joel Przybilla,Milwaukee Bucks,"$854,389"
Dan Gadzuric,Los Angeles Lakers,"$854,389"
Joe Smith,Los Angeles Lakers,"$854,389"
Theo Ratliff,Los Angeles Lakers,"$854,389"
Alan Anderson,Toronto Raptors,"$854,389"
Sundiata Gaines,Indiana Pacers,"$854,389"
Darnell Jackson,Indiana Pacers,"$854,389"
Blake Ahearn,Indiana Pacers,"$854,389"
Damien Wilkins,Philadelphia 76ers,"$854,389"
Joe Alexander,Golden State Warriors,"$854,389"
Jason Kapono,Golden State Warriors,"$854,389"
T.J. Ford,Golden State Warriors,"$854,389"
Jermaine O'Neal,Phoenix Suns,"$854,389"
Jonny Flynn,Portland Trail Blazers,"$854,389"
Cartier Martin,Washington Wizards,"$854,389"
Brian Cook,Detroit Pistons,"$854,389"
Joey Dorsey,Barcelona FC Barcelona,"$854,389"
Josh Childress,Brooklyn Nets,"$854,389"
Anthony Carter,Denver Nuggets,"$854,389"
Delonte West,Dallas Mavericks,"$854,389"
Eddy Curry,Dallas Mavericks,"$854,389"
Tim Thomas,Dallas Mavericks,"$854,389"
Brian Cardinal,Dallas Mavericks,"$854,389"
Samardo Samuels,Cleveland Cavaliers,"$854,389"
Chris Richard,Chicago Bulls,"$854,389"
Ronnie Brewer,Oklahoma City Thunder,"$854,389"
Brian Scalabrine,Chicago Bulls,"$854,389"
Vladimir Radmanovic,Chicago Bulls,"$854,389"
Anthony Tolliver,Atlanta Hawks,"$854,389"
D.J. Strawberry,Phoenix Suns,"$854,389"
Rodney Carney,New Orleans Pelicans,"$854,389"
Nate Robinson,Chicago Bulls,"$854,389"
Darko Milicic,Boston Celtics,"$854,389"
Chris Wilcox,Boston Celtics,"$854,389"
Gary Neal,San Antonio Spurs,"$854,389"
Dexter Pittman,Memphis Grizzlies,"$854,389"
Earl Barron,New York Knicks,"$854,389"
Etan Thomas,Atlanta Hawks,"$854,389"
Draymond Green,Golden State Warriors,"$850,000"
Troy Murphy,Dallas Mavericks,"$839,312"
Solomon Alabi,Philadelphia 76ers,"$830,000"
Michael Redd,Phoenix Suns,"$826,828"
Paul Davis,Washington Wizards,"$825,497"
Kevin Ollie,Oklahoma City Thunder,"$825,497"
Ryan Bowen,Oklahoma City Thunder,"$825,497"
Desmond Mason,Sacramento Kings,"$825,497"
Linton Johnson,Chicago Bulls,"$825,497"
Jason Hart,New Orleans Pelicans,"$825,497"
Kareem Rush,LA Clippers,"$825,497"
Jermareo Davidson,Golden State Warriors,"$825,497"
Marcus Williams,Denver Nuggets,"$825,497"
Lindsey Hunter,Phoenix Suns,"$825,497"
Tyler Honeycutt,Sacramento Kings,"$809,875"
Sean Marks,Portland Trail Blazers,"$799,105"
Ike Diogu,New York Knicks,"$792,377"
Solomon Jones,New York Knicks,"$792,377"
Jeffery Taylor,Charlotte Bobcats,"$788,872"
Andy Rautins,Toronto Raptors,"$788,872"
Marcus Cousin,San Antonio Spurs,"$788,872"
Da'Sean Butler,null Unknown,"$788,872"
Robert Vaden,San Antonio Spurs,"$788,872"
Zabian Dowdell,Phoenix Suns,"$788,872"
Terrico White,Perth Perth,"$788,872"
Kyle O'Quinn,Orlando Magic,"$788,872"
Jarvis Varnado,Boston Celtics,"$788,872"
Marqus Blakely,Houston Rockets,"$788,872"
Willie Warren,LA Clippers,"$788,872"
Maalik Wayns,LA Clippers,"$788,872"
Doron Lamb,Orlando Magic,"$788,872"
Robert Sacre,Los Angeles Lakers,"$788,872"
