Name,Team,Salary
Jarrett Jack,Cleveland Cavaliers,"$6,300,000"
Landry Fields,Toronto Raptors,"$6,250,000"
Kyle Lowry,Toronto Raptors,"$6,210,000"
Jason Richardson,Atlanta Hawks,"$6,204,250"
Derrick Favors,Utah Jazz,"$6,008,196"
Gerald Henderson,Charlotte Bobcats,"$6,000,000"
Robin Lopez,Portland Trail Blazers,"$5,904,261"
Chuck Hayes,Toronto Raptors,"$5,722,500"
Jason Thompson,Sacramento Kings,"$5,643,750"
Jason Terry,Brooklyn Nets,"$5,625,313"
Kyrie Irving,Cleveland Cavaliers,"$5,607,240"
JR Smith,New York Knicks,"$5,565,000"
Anthony Davis,New Orleans Pelicans,"$5,375,760"
Anthony Bennett,Cleveland Cavaliers,"$5,324,280"
Jamal Crawford,LA Clippers,"$5,225,000"
Courtney Lee,Memphis Grizzlies,"$5,225,000"
Lou Williams,Atlanta Hawks,"$5,225,000"
Zaza Pachulia,Milwaukee Bucks,"$5,200,000"
JJ Hickson,Denver Nuggets,"$5,150,000"
Martell Webster,Washington Wizards,"$5,150,000"
Keith Bogans,Boston Celtics,"$5,058,198"
Derrick Williams,Sacramento Kings,"$5,016,960"
Ramon Sessions,Milwaukee Bucks,"$5,000,000"
Andre Miller,Washington Wizards,"$5,000,000"
Corey Brewer,Minnesota Timberwolves,"$5,000,000"
Chase Budinger,Minnesota Timberwolves,"$5,000,000"
Brandan Wright,Dallas Mavericks,"$5,000,000"
DeMarcus Cousins,Sacramento Kings,"$4,916,974"
Michael Kidd-Gilchrist,Charlotte Bobcats,"$4,809,840"
Victor Oladipo,Orlando Magic,"$4,763,760"
Boris Diaw,San Antonio Spurs,"$4,702,500"
J.J. Barea,Minnesota Timberwolves,"$4,687,000"
Luc Mbah a Moute,Minnesota Timberwolves,"$4,588,384"
Luis Scola,Indiana Pacers,"$4,508,504"
Enes Freedom,Utah Jazz,"$4,505,280"
Jonas Jerebko,Detroit Pistons,"$4,500,000"
Tony Allen,Memphis Grizzlies,"$4,494,383"
Ekpe Udoh,Milwaukee Bucks,"$4,469,548"
Luke Ridnour,Charlotte Bobcats,"$4,420,000"
Timofey Mozgov,Denver Nuggets,"$4,400,000"
Udonis Haslem,Miami Heat,"$4,340,000"
Bradley Beal,Washington Wizards,"$4,319,280"
Otto Porter Jr.,Washington Wizards,"$4,278,000"
Jared Dudley,LA Clippers,"$4,250,000"
Greg Monroe,Detroit Pistons,"$4,086,454"
Tristan Thompson,Cleveland Cavaliers,"$4,062,000"
Kirk Hinrich,Chicago Bulls,"$4,059,000"
Ian Mahinmi,Indiana Pacers,"$4,000,000"
Elton Brand,Atlanta Hawks,"$4,000,000"
Mario Chalmers,Miami Heat,"$4,000,000"
Steve Blake,Golden State Warriors,"$4,000,000"
Matt Bonner,San Antonio Spurs,"$3,945,000"
Thabo Sefolosha,Oklahoma City Thunder,"$3,900,000"
Dion Waiters,Cleveland Cavaliers,"$3,894,240"
Cody Zeller,Charlotte Bobcats,"$3,857,040"
Danny Green,San Antonio Spurs,"$3,762,500"
Steve Novak,Toronto Raptors,"$3,750,000"
Al-Farouq Aminu,New Orleans Pelicans,"$3,749,602"
Samuel Dalembert,Dallas Mavericks,"$3,700,748"
Ricky Rubio,Minnesota Timberwolves,"$3,678,358"
Raymond Felton,New York Knicks,"$3,637,073"
Jonas Valanciunas,Toronto Raptors,"$3,526,440"
Thomas Robinson,Portland Trail Blazers,"$3,526,440"
Marreese Speights,Golden State Warriors,"$3,500,000"
Jordan Hill,Los Angeles Lakers,"$3,500,000"
Gerald Green,Phoenix Suns,"$3,500,000"
Alex Len,Phoenix Suns,"$3,492,720"
Gordon Hayward,Utah Jazz,"$3,452,183"
Jan Vesely,Denver Nuggets,"$3,340,920"
Paul George,Indiana Pacers,"$3,282,003"
Shane Battier,Miami Heat,"$3,270,000"
Carlos Delfino,LA Clippers,"$3,250,000"
Matt Barnes,LA Clippers,"$3,250,000"
Alonzo Gee,Cleveland Cavaliers,"$3,250,000"
Gary Neal,Charlotte Bobcats,"$3,250,000"
Darrell Arthur,Denver Nuggets,"$3,231,683"
Mirza Teletovic,Brooklyn Nets,"$3,229,050"
Ray Allen,Miami Heat,"$3,229,050"
Damian Lillard,Portland Trail Blazers,"$3,202,920"
Tyler Hansbrough,Toronto Raptors,"$3,183,000"
Chris Kaman,Los Angeles Lakers,"$3,183,000"
Andrei Kirilenko,Brooklyn Nets,"$3,183,000"
Mike Dunleavy,Chicago Bulls,"$3,183,000"
Vince Carter,Dallas Mavericks,"$3,180,000"
Nerlens Noel,Sacramento Kings,"$3,172,320"
Ed Davis,Memphis Grizzlies,"$3,153,860"
Alexey Shved,Minnesota Timberwolves,"$3,150,000"
Jerryd Bayless,Boston Celtics,"$3,135,000"
Patrick Patterson,Toronto Raptors,"$3,105,302"
Lavoy Allen,Indiana Pacers,"$3,060,000"
Larry Sanders,Milwaukee Bucks,"$3,053,368"
Bismack Biyombo,Charlotte Bobcats,"$3,049,920"
Kosta Koufos,Memphis Grizzlies,"$3,000,000"
Travis Outlaw,Sacramento Kings,"$3,000,000"
Randy Foye,Denver Nuggets,"$3,000,000"
Dorell Wright,Portland Trail Blazers,"$3,000,000"
Chris Copeland,Indiana Pacers,"$3,000,000"
Harrison Barnes,Golden State Warriors,"$2,923,920"
Joel Freeland,Portland Trail Blazers,"$2,897,976"
Ben McLemore,Sacramento Kings,"$2,895,960"
Brandon Knight,Milwaukee Bucks,"$2,793,960"
Will Bynum,Detroit Pistons,"$2,790,343"
Kevin Seraphin,Washington Wizards,"$2,761,114"
Marco Belinelli,San Antonio Spurs,"$2,750,000"
Aaron Gray,Sacramento Kings,"$2,690,875"
Terrence Ross,Toronto Raptors,"$2,678,640"
Kentavious Caldwell-Pope,Detroit Pistons,"$2,653,080"
Wayne Ellington,Dallas Mavericks,"$2,652,000"
Mo Williams,Portland Trail Blazers,"$2,652,000"
Eric Bledsoe,Phoenix Suns,"$2,626,474"
Nick Collison,Oklahoma City Thunder,"$2,585,668"
Kemba Walker,Charlotte Bobcats,"$2,568,360"
DeMarre Carroll,Atlanta Hawks,"$2,557,545"
Avery Bradley,Boston Celtics,"$2,511,432"
Chauncey Billups,Detroit Pistons,"$2,500,000"
Jason Smith,New Orleans Pelicans,"$2,500,000"
Andre Drummond,Detroit Pistons,"$2,465,400"
Trey Burke,Utah Jazz,"$2,438,760"
Trevor Booker,Washington Wizards,"$2,350,820"
Austin Rivers,New Orleans Pelicans,"$2,339,040"
Klay Thompson,Golden State Warriors,"$2,317,920"
CJ McCollum,Portland Trail Blazers,"$2,316,720"
Quincy Pondexter,Memphis Grizzlies,"$2,225,479"
CJ Miles,Cleveland Cavaliers,"$2,225,000"
Meyers Leonard,Portland Trail Blazers,"$2,222,160"
Alec Burks,Utah Jazz,"$2,202,000"
Michael Carter-Williams,Philadelphia 76ers,"$2,200,920"
Dante Cunningham,Minnesota Timberwolves,"$2,180,000"
Jordan Crawford,Golden State Warriors,"$2,162,419"
Greivis Vasquez,Toronto Raptors,"$2,150,188"
Jeremy Lamb,Oklahoma City Thunder,"$2,111,160"
Markieff Morris,Phoenix Suns,"$2,091,840"
Steven Adams,Oklahoma City Thunder,"$2,090,880"
Brendan Haywood,Portland Trail Blazers,"$2,050,000"
C.J. Watson,Indiana Pacers,"$2,016,000"
Nate Robinson,Denver Nuggets,"$2,016,000"
Jermaine O'Neal,Golden State Warriors,"$2,000,000"
Vitor Faverani,Boston Celtics,"$2,000,000"
Marcus Morris Sr.,Phoenix Suns,"$1,987,320"
Kelly Olynyk,Boston Celtics,"$1,986,360"
John Henson,Milwaukee Bucks,"$1,905,360"
Darren Collison,LA Clippers,"$1,900,000"
Kawhi Leonard,San Antonio Spurs,"$1,887,840"
Shabazz Muhammad,Minnesota Timberwolves,"$1,887,120"
Maurice Harkless,Orlando Magic,"$1,809,840"
Nikola Vucevic,Orlando Magic,"$1,793,520"
Giannis Antetokounmpo,Milwaukee Bucks,"$1,792,560"
Anthony Randolph,Denver Nuggets,"$1,750,000"
Jeff Ayres,San Antonio Spurs,"$1,750,000"
Luigi Datome,Detroit Pistons,"$1,750,000"
Iman Shumpert,New York Knicks,"$1,703,760"
Reggie Evans,Sacramento Kings,"$1,695,635"
Jeremy Evans,Utah Jazz,"$1,660,257"
Tyler Zeller,Cleveland Cavaliers,"$1,633,440"
Chris Singleton,Washington Wizards,"$1,618,680"
Toney Douglas,Miami Heat,"$1,600,000"
John Lucas III,Utah Jazz,"$1,600,000"
Pablo Prigioni,New York Knicks,"$1,591,350"
Jodie Meeks,Los Angeles Lakers,"$1,550,000"
Tobias Harris,Orlando Magic,"$1,545,840"
Shane Larkin,Dallas Mavericks,"$1,536,960"
Ronny Turiaf,Minnesota Timberwolves,"$1,500,000"
Miroslav Raduljica,Milwaukee Bucks,"$1,500,000"
James Jones,Miami Heat,"$1,500,000"
Gustavo Ayon,Atlanta Hawks,"$1,500,000"
Sergey Karasev,Cleveland Cavaliers,"$1,467,840"
Nando De Colo,Toronto Raptors,"$1,463,000"
Evan Fournier,Denver Nuggets,"$1,422,720"
Tony Snell,Chicago Bulls,"$1,409,040"
Willie Green,LA Clippers,"$1,399,507"
Rashard Lewis,Miami Heat,"$1,399,507"
Chris Andersen,Miami Heat,"$1,399,507"
Scotty Hopson,Cleveland Cavaliers,"$1,388,400"
Andray Blatche,Brooklyn Nets,"$1,375,604"
Kenneth Faried,Denver Nuggets,"$1,367,640"
Jared Sullinger,Boston Celtics,"$1,365,720"
Gorgui Dieng,Minnesota Timberwolves,"$1,352,640"
Dennis Schroder,Atlanta Hawks,"$1,348,200"
Victor Claver,Portland Trail Blazers,"$1,330,000"
Mason Plumlee,Brooklyn Nets,"$1,298,640"
Francisco Garcia,Houston Rockets,"$1,265,977"
Reggie Jackson,Oklahoma City Thunder,"$1,260,360"
John Jenkins,Atlanta Hawks,"$1,258,800"
Solomon Hill,Indiana Pacers,"$1,246,680"
MarShon Brooks,Los Angeles Lakers,"$1,210,080"
Hasheem Thabeet,Oklahoma City Thunder,"$1,200,000"
Pero Antic,Atlanta Hawks,"$1,200,000"
Tim Hardaway Jr.,New York Knicks,"$1,196,760"
Jordan Hamilton,Houston Rockets,"$1,169,880"
Tony Wroten,Philadelphia 76ers,"$1,160,040"
Reggie Bullock Jr.,LA Clippers,"$1,149,000"
Patty Mills,San Antonio Spurs,"$1,133,950"
Miles Plumlee,Phoenix Suns,"$1,121,520"
Cory Joseph,San Antonio Spurs,"$1,120,920"
Jimmy Butler,Chicago Bulls,"$1,112,880"
Nick Young,Los Angeles Lakers,"$1,106,942"
Arnett Moultrie,Philadelphia 76ers,"$1,089,240"
Perry Jones,Oklahoma City Thunder,"$1,082,520"
Rudy Gobert,Utah Jazz,"$1,078,800"
Marquis Teague,Brooklyn Nets,"$1,074,720"
Festus Ezeli,Portland Trail Blazers,"$1,066,920"
Archie Goodwin,Phoenix Suns,"$1,064,400"
Nemanja Nedovic,Golden State Warriors,"$1,056,720"
Kyle Singler,Detroit Pistons,"$1,045,000"
Anthony Morrow,New Orleans Pelicans,"$1,027,424"
Lance Stephenson,Indiana Pacers,"$1,005,000"
Andrew Bynum,Indiana Pacers,"$1,000,000"
Ish Smith,Phoenix Suns,"$951,463"
Omri Casspi,Houston Rockets,"$947,907"
Byron Mullens,Philadelphia 76ers,"$947,907"
Alan Anderson,Brooklyn Nets,"$947,907"
Austin Daye,San Antonio Spurs,"$947,907"
Chandler Parsons,Houston Rockets,"$926,500"
Jon Leuer,Memphis Grizzlies,"$900,000"
Shelvin Mack,Atlanta Hawks,"$884,293"
Jannero Pargo,Charlotte Bobcats,"$884,293"
Ryan Hollins,LA Clippers,"$884,293"
Garrett Temple,Washington Wizards,"$884,293"
Josh Harrellson,Detroit Pistons,"$884,293"
Wesley Johnson,Los Angeles Lakers,"$884,293"
Nazr Mohammed,Chicago Bulls,"$884,293"
Jordan Farmar,Los Angeles Lakers,"$884,293"
Earl Watson,Portland Trail Blazers,"$884,293"
Isaiah Thomas,Sacramento Kings,"$884,293"
DeJuan Blair,Dallas Mavericks,"$884,293"
E'Twaun Moore,Orlando Magic,"$884,293"
Aaron Brooks,Denver Nuggets,"$884,293"
Rasual Butler,Indiana Pacers,"$884,293"
Xavier Henry,Los Angeles Lakers,"$884,293"
Kenyon Martin,New York Knicks,"$884,293"
Greg Oden,Miami Heat,"$884,293"
P.J. Tucker,Phoenix Suns,"$884,293"
Shaun Livingston,Brooklyn Nets,"$884,293"
Beno Udrih,Memphis Grizzlies,"$884,293"
Donald Sloan,Indiana Pacers,"$884,293"
Mike Miller,Memphis Grizzlies,"$884,293"
Devin Harris,Dallas Mavericks,"$884,293"
Julyan Stone,Toronto Raptors,"$884,293"
Anthony Tolliver,Charlotte Bobcats,"$884,293"
Cole Aldrich,New York Knicks,"$884,293"
Draymond Green,Golden State Warriors,"$875,500"
Allen Crabbe,Portland Trail Blazers,"$825,000"
Elliot Williams,Philadelphia 76ers,"$797,545"
Brian Roberts,New Orleans Pelicans,"$788,872"
Jeffery Taylor,Charlotte Bobcats,"$788,872"
Aron Baynes,San Antonio Spurs,"$788,872"
Will Barton,Portland Trail Blazers,"$788,872"
Henry Sims,Philadelphia 76ers,"$788,872"
Darius Miller,New Orleans Pelicans,"$788,872"
Kent Bazemore,Los Angeles Lakers,"$788,872"
Quincy Acy,Sacramento Kings,"$788,872"
Mike Scott,Atlanta Hawks,"$788,872"
Kyle O'Quinn,Orlando Magic,"$788,872"
Khris Middleton,Milwaukee Bucks,"$788,872"
Jae Crowder,Dallas Mavericks,"$788,872"
Patrick Beverley,Houston Rockets,"$788,872"
Bernard James,Dallas Mavericks,"$788,872"
Robert Sacre,Los Angeles Lakers,"$788,872"
Andre Roberson,Oklahoma City Thunder,"$740,560"
Diante Garrett,Utah Jazz,"$719,266"
Malcolm Thomas,Utah Jazz,"$702,233"
Dwight Buycks,Toronto Raptors,"$700,000"
Hilton Armstrong,Golden State Warriors,"$660,619"
Chris Douglas-Roberts,Charlotte Bobcats,"$660,619"
D.J. Augustin,Chicago Bulls,"$650,215"
Alexis Ajinca,New Orleans Pelicans,"$635,880"
James Johnson,Memphis Grizzlies,"$634,610"
Isaiah Canaan,Houston Rockets,"$570,515"
Jeremy Tyler,New York Knicks,"$556,584"
Kendall Marshall,Los Angeles Lakers,"$547,570"
Ricky Ledo,Dallas Mavericks,"$544,000"
Jamaal Franklin,Memphis Grizzlies,"$535,000"
Ray McCallum,Sacramento Kings,"$524,616"
Carrick Felix,Cleveland Cavaliers,"$510,000"
Nate Wolters,Milwaukee Bucks,"$500,000"
Tony Mitchell,Detroit Pistons,"$500,000"
Nick Calathes,Memphis Grizzlies,"$490,180"
Glen Rice Jr.,Washington Wizards,"$490,180"
Matthew Dellavedova,Cleveland Cavaliers,"$490,180"
James Southerland,New Orleans Pelicans,"$490,180"
Robert Covington,Houston Rockets,"$490,180"
Peyton Siva,Detroit Pistons,"$490,180"
Brandon Davies,Philadelphia 76ers,"$490,180"
Toure' Murry,New York Knicks,"$490,180"
Ryan Kelly,Los Angeles Lakers,"$490,180"
Phil Pressey,Boston Celtics,"$490,180"
Ognjen Kuzmic,Golden State Warriors,"$490,180"
Robbie Hummel,Minnesota Timberwolves,"$490,180"
Jeff Withey,New Orleans Pelicans,"$490,180"
Dionte Christmas,Phoenix Suns,"$490,180"
Ian Clark,Utah Jazz,"$490,180"
Gal Mekel,Dallas Mavericks,"$490,180"
Erik Jay Murphy,Chicago Bulls,"$490,180"
Hollis Thompson,Philadelphia 76ers,"$473,604"
Hedo Turkoglu,LA Clippers,"$473,357"
Leandro Barbosa,Phoenix Suns,"$410,936"
Luke Babbitt,New Orleans Pelicans,"$387,995"
Chris Johnson,Boston Celtics,"$320,189"
Shavlik Randolph,Phoenix Suns,"$306,037"
Dewayne Dedmon,Orlando Magic,"$300,000"
Jason Collins,Brooklyn Nets,"$275,691"
Danny Granger,LA Clippers,"$249,683"
Caron Butler,Oklahoma City Thunder,"$244,489"
Jimmer Fredette,Chicago Bulls,"$239,279"
Shannon Brown,New York Knicks,"$188,438"
Jarvis Varnado,Philadelphia 76ers,"$171,696"
Troy Daniels,Houston Rockets,"$158,588"
Mike Muscala,Atlanta Hawks,"$138,404"
Cartier Martin,Chicago Bulls,"$104,034"
D.J. White,Charlotte Bobcats,"$104,028"
Justin Hamilton,Charlotte Bobcats,"$98,036"
Chris Babb,Boston Celtics,"$77,852"
Ronnie Brewer,Chicago Bulls,"$69,792"
Damion James,San Antonio Spurs,"$68,902"
Mike James,Chicago Bulls,"$57,627"
Jorge Gutierrez,Brooklyn Nets,"$54,785"
Drew Gooden,Washington Wizards,"$52,017"
Othyus Jeffers,San Antonio Spurs,"$52,017"
Lou Amundson,Chicago Bulls,"$48,854"
Jared Cunningham,Sacramento Kings,"$46,404"
Melvin Ely,New Orleans Pelicans,"$29,788"
Greg Smith,Houston Rockets,"$15,605"
Josh Powell,Houston Rockets,"$13,958"
Chris Wright,Milwaukee Bucks,"$9,281"
Lamar Odom,New York Knicks,"$8,232"
