Name,Team,Salary
Peja Stojakovic,Sacramento Kings,"$6,875,000"
Kenyon Martin,Denver Nuggets,"$6,667,000"
Howard Eisley,Utah Jazz,"$6,375,000"
Nazr Mohammed,San Antonio Spurs,"$6,270,000"
Vitaly Potapenko,Seattle SuperSonics,"$6,191,000"
Christian Laettner,Miami Heat,"$6,078,000"
Stromile Swift,Memphis Grizzlies,"$6,022,000"
Ben Wallace,Detroit Pistons,"$6,000,000"
Danny Fortson,Seattle SuperSonics,"$5,922,000"
Calvin Booth,Milwaukee Bucks,"$5,900,000"
Joe Smith,Milwaukee Bucks,"$5,899,000"
Ruben Patterson,Portland Trail Blazers,"$5,899,000"
Clarence Weatherspoon,Houston Rockets,"$5,899,000"
Kurt Thomas,New York Knicks,"$5,885,000"
Jahidi White,Charlotte Bobcats,"$5,884,000"
Cuttino Mobley,Sacramento Kings,"$5,883,000"
Scot Pollard,Indiana Pacers,"$5,792,000"
Steve Nash,Phoenix Suns,"$5,750,000"
Shawn Bradley,Dallas Mavericks,"$5,714,000"
Jerome Williams,New York Knicks,"$5,600,000"
Corliss Williamson,Sacramento Kings,"$5,500,000"
Aaron McKie,Philadelphia 76ers,"$5,500,000"
Darius Miles,Portland Trail Blazers,"$5,419,000"
Kwame Brown,Washington Wizards,"$5,361,000"
Bo Outlaw,Phoenix Suns,"$5,355,000"
Marcus Fizer,Milwaukee Bucks,"$4,915,000"
Lamond Murray,Toronto Raptors,"$4,875,000"
Eric Snow,Cleveland Cavaliers,"$4,875,000"
Tony Battie,Orlando Magic,"$4,800,000"
Michael Stewart,Atlanta Hawks,"$4,800,000"
Mike Miller,Memphis Grizzlies,"$4,482,000"
Pau Gasol,Memphis Grizzlies,"$4,318,000"
Marc Jackson,Philadelphia 76ers,"$4,225,000"
Chucky Atkins,Los Angeles Lakers,"$4,200,000"
DerMarr Johnson,Denver Nuggets,"$4,119,000"
Chris Mihm,Los Angeles Lakers,"$3,785,000"
Moochie Norris,Houston Rockets,"$3,600,000"
Jamal Crawford,New York Knicks,"$3,475,000"
Joel Przybilla,Portland Trail Blazers,"$3,215,000"
Shane Battier,Memphis Grizzlies,"$3,212,000"
Othella Harrington,Chicago Bulls,"$3,150,000"
Aaron Williams,Toronto Raptors,"$3,150,000"
Tony Delk,Atlanta Hawks,"$3,150,000"
Bobby Jackson,Sacramento Kings,"$3,150,000"
Keyon Dooling,Miami Heat,"$3,073,000"
Jerome Moiso,Cleveland Cavaliers,"$3,054,000"
Etan Thomas,Washington Wizards,"$3,043,000"
Derek Fisher,Golden State Warriors,"$3,000,000"
George Lynch,New Orleans Hornets,"$3,000,000"
Mateen Cleaves,Seattle SuperSonics,"$2,969,000"
Jason Collier,Atlanta Hawks,"$2,949,000"
Eddie Griffin,Minnesota Timberwolves,"$2,937,000"
Hedo Turkoglu,Orlando Magic,"$2,803,000"
DeSagana Diop,Cleveland Cavaliers,"$2,695,000"
Desmond Mason,Milwaukee Bucks,"$2,680,000"
Quentin Richardson,Phoenix Suns,"$2,562,000"
Rodney White,Golden State Warriors,"$2,481,000"
Jamaal Magloire,New Orleans Hornets,"$2,474,000"
Speedy Claxton,New Orleans Hornets,"$2,390,000"
Morris Peterson,Toronto Raptors,"$2,371,000"
Donnell Harvey,New Jersey Nets,"$2,363,000"
DeShawn Stevenson,Orlando Magic,"$2,362,000"
Joe Johnson,Phoenix Suns,"$2,358,000"
Kedrick Brown,Philadelphia 76ers,"$2,332,000"
Jake Tsakalidis,Memphis Grizzlies,"$2,322,000"
Vladimir Radmanovic,Seattle SuperSonics,"$2,301,000"
Mamadou N'diaye,LA Clippers,"$2,269,000"
Richard Jefferson,New Jersey Nets,"$2,266,000"
Troy Murphy,Golden State Warriors,"$2,232,000"
Mark Madsen,Minnesota Timberwolves,"$2,212,000"
Michael Bradley,Philadelphia 76ers,"$1,985,000"
Jason Collins,New Jersey Nets,"$1,887,000"
Zach Randolph,Portland Trail Blazers,"$1,805,000"
Andrei Kirilenko,Utah Jazz,"$1,672,000"
Samuel Dalembert,Philadelphia 76ers,"$1,600,000"
Jamaal Tinsley,Indiana Pacers,"$1,554,000"
Primoz Brezec,Charlotte Bobcats,"$1,554,000"
Tony Parker,San Antonio Spurs,"$1,545,000"
Gerald Wallace,Charlotte Bobcats,"$1,377,000"
