Name,Team,Salary
Nick Collison,Seattle SuperSonics,"$5,750,000"
Bobby Jackson,Houston Rockets,"$5,670,000"
Nazr Mohammed,Charlotte Bobcats,"$5,632,200"
Jared Jeffries,New York Knicks,"$5,632,200"
Tim Thomas,LA Clippers,"$5,632,200"
Vladimir Radmanovic,Los Angeles Lakers,"$5,632,200"
Leandro Barbosa,Phoenix Suns,"$5,600,000"
Donyell Marshall,Seattle SuperSonics,"$5,566,965"
Jeff Foster,Indiana Pacers,"$5,500,000"
Matt Carroll,Charlotte Bobcats,"$5,450,000"
Emeka Okafor,Charlotte Bobcats,"$5,427,307"
Mikki Moore,Sacramento Kings,"$5,356,000"
Jason Kapono,Toronto Raptors,"$5,356,000"
Anderson Varejao,Cleveland Cavaliers,"$5,356,000"
Joe Smith,Cleveland Cavaliers,"$5,205,000"
Tony Battie,Orlando Magic,"$5,200,000"
Morris Peterson,New Orleans Hornets,"$5,000,000"
Desmond Mason,Milwaukee Bucks,"$5,000,000"
Brendan Haywood,Washington Wizards,"$5,000,000"
Andrew Bogut,Milwaukee Bucks,"$4,991,520"
Eduardo Najera,Denver Nuggets,"$4,952,380"
Ben Gordon,Chicago Bulls,"$4,881,669"
Andrea Bargnani,Toronto Raptors,"$4,838,880"
John Salmons,Sacramento Kings,"$4,752,000"
Raja Bell,Phoenix Suns,"$4,750,000"
Greg Oden,Portland Trail Blazers,"$4,662,000"
Rafer Alston,Houston Rockets,"$4,550,000"
Kyle Korver,Utah Jazz,"$4,500,000"
Kendrick Perkins,Boston Celtics,"$4,480,912"
Marvin Williams,Atlanta Hawks,"$4,466,040"
Shaun Livingston,LA Clippers,"$4,404,629"
Derek Fisher,Los Angeles Lakers,"$4,352,000"
Trenton Hassell,New Jersey Nets,"$4,350,000"
Anthony Parker,Toronto Raptors,"$4,350,000"
LaMarcus Aldridge,Portland Trail Blazers,"$4,329,360"
Reggie Evans,Philadelphia 76ers,"$4,320,000"
Sasha Pavlovic,Cleveland Cavaliers,"$4,250,000"
Steve Blake,Portland Trail Blazers,"$4,250,000"
Keith Van Horn,New Jersey Nets,"$4,236,997"
Damon Jones,Cleveland Cavaliers,"$4,172,432"
Kevin Durant,Seattle SuperSonics,"$4,171,200"
Bruce Bowen,San Antonio Spurs,"$4,125,000"
Deron Williams,Utah Jazz,"$4,010,640"
Jorge Garbajosa,Toronto Raptors,"$4,000,000"
Travis Outlaw,Portland Trail Blazers,"$4,000,000"
Sarunas Jasikevicius,Golden State Warriors,"$4,000,000"
Zaza Pachulia,Atlanta Hawks,"$4,000,000"
Luke Walton,Los Angeles Lakers,"$4,000,000"
Carlos Arroyo,Orlando Magic,"$4,000,000"
Devin Harris,New Jersey Nets,"$3,995,003"
Marcus Banks,Miami Heat,"$3,966,207"
Darius Songaila,Washington Wizards,"$3,942,000"
Adam Morrison,Charlotte Bobcats,"$3,887,880"
Bob Sura,Houston Rockets,"$3,840,000"
Pat Garrity,Orlando Magic,"$3,818,750"
Greg Buckner,Minnesota Timberwolves,"$3,750,746"
Al Horford,Atlanta Hawks,"$3,745,800"
Amir Johnson,Detroit Pistons,"$3,666,667"
Steven Hunter,Denver Nuggets,"$3,638,600"
Robert Horry,San Antonio Spurs,"$3,630,000"
Chris Paul,New Orleans Hornets,"$3,615,960"
Keyon Dooling,Orlando Magic,"$3,596,000"
Tyrus Thomas,Chicago Bulls,"$3,505,320"
Fabricio Oberto,San Antonio Spurs,"$3,500,000"
Brian Cook,Orlando Magic,"$3,500,000"
Mickael Pietrus,Golden State Warriors,"$3,470,771"
Kevin Ollie,Philadelphia 76ers,"$3,441,900"
Mike Conley,Memphis Grizzlies,"$3,377,160"
DeShawn Stevenson,Washington Wizards,"$3,348,215"
Luol Deng,Chicago Bulls,"$3,320,339"
Rasual Butler,New Orleans Hornets,"$3,315,000"
Fred Jones,New York Knicks,"$3,300,000"
Raymond Felton,Charlotte Bobcats,"$3,274,440"
Lorenzen Wright,Sacramento Kings,"$3,250,000"
Chris Duhon,Chicago Bulls,"$3,248,000"
James Posey,Boston Celtics,"$3,206,000"
Shelden Williams,Sacramento Kings,"$3,174,240"
Michael Doleac,Minnesota Timberwolves,"$3,120,000"
Charlie Bell,Milwaukee Bucks,"$3,106,000"
Michael Finley,San Antonio Spurs,"$3,103,000"
Trevor Ariza,Los Angeles Lakers,"$3,100,000"
Willie Green,Philadelphia 76ers,"$3,094,000"
Jeff Green,Seattle SuperSonics,"$3,058,200"
Chucky Atkins,Denver Nuggets,"$3,000,000"
Francisco Elson,Seattle SuperSonics,"$3,000,000"
Jake Voskuhl,Milwaukee Bucks,"$3,000,000"
Matt Barnes,Golden State Warriors,"$3,000,000"
Brian Scalabrine,Boston Celtics,"$3,000,000"
Martell Webster,Portland Trail Blazers,"$2,974,080"
Luis Scola,Houston Rockets,"$2,916,667"
Damien Wilkins,Seattle SuperSonics,"$2,900,000"
James Jones,Portland Trail Blazers,"$2,900,000"
Brandon Roy,Portland Trail Blazers,"$2,883,120"
Anthony Johnson,Sacramento Kings,"$2,860,000"
Andre Iguodala,Philadelphia 76ers,"$2,804,889"
Yi Jianlian,Milwaukee Bucks,"$2,777,760"
Alonzo Mourning,Miami Heat,"$2,762,500"
Primoz Brezec,Toronto Raptors,"$2,750,000"
Charlie Villanueva,Milwaukee Bucks,"$2,715,000"
Matt Bonner,San Antonio Spurs,"$2,700,000"
Andris Biedrins,Golden State Warriors,"$2,636,696"
Randy Foye,Minnesota Timberwolves,"$2,631,840"
Robert Swift,Seattle SuperSonics,"$2,601,113"
Sebastian Telfair,Minnesota Timberwolves,"$2,562,426"
Juan Dixon,Detroit Pistons,"$2,550,000"
Corey Brewer,Minnesota Timberwolves,"$2,535,720"
Kris Humphries,Toronto Raptors,"$2,522,913"
Chris Mihm,Los Angeles Lakers,"$2,500,000"
Bostjan Nachbar,New Jersey Nets,"$2,500,000"
Channing Frye,Portland Trail Blazers,"$2,487,240"
Al Jefferson,Minnesota Timberwolves,"$2,480,885"
Andray Blatche,Washington Wizards,"$2,479,339"
Jose Calderon,Toronto Raptors,"$2,471,604"
Keith Bogans,Orlando Magic,"$2,440,000"
Steve Francis,Houston Rockets,"$2,439,333"
Mark Madsen,Minnesota Timberwolves,"$2,420,000"
Rudy Gay,Memphis Grizzlies,"$2,411,160"
Othella Harrington,Charlotte Bobcats,"$2,376,000"
Devean George,Dallas Mavericks,"$2,369,111"
Kirk Snyder,Minnesota Timberwolves,"$2,358,433"
Jarron Collins,Utah Jazz,"$2,350,000"
Jackie Butler,San Antonio Spurs,"$2,350,000"
Brandan Wright,Golden State Warriors,"$2,323,080"
Jason Hart,Utah Jazz,"$2,300,000"
Ike Diogu,Indiana Pacers,"$2,286,360"
Bonzi Wells,New Orleans Hornets,"$2,284,200"
Lindsey Hunter,Detroit Pistons,"$2,250,000"
Josh Smith,Atlanta Hawks,"$2,243,543"
Patrick O'Bryant,Golden State Warriors,"$2,216,400"
D.J. Augustin,Houston Rockets,"$2,208,960"
Andrew Bynum,Los Angeles Lakers,"$2,172,000"
DeSagana Diop,New Jersey Nets,"$2,146,000"
Joakim Noah,Chicago Bulls,"$2,135,400"
JR Smith,Denver Nuggets,"$2,134,067"
Mouhamed Sene,Seattle SuperSonics,"$2,105,520"
Dorell Wright,Miami Heat,"$2,040,746"
Spencer Hawes,Sacramento Kings,"$2,028,600"
JJ Redick,Orlando Magic,"$2,000,160"
Jameer Nelson,Orlando Magic,"$1,961,609"
Vasileios Spanoulis,Houston Rockets,"$1,944,000"
Walter Herrmann Heinrich,Detroit Pistons,"$1,944,000"
Victor Khryapa,Chicago Bulls,"$1,928,598"
Acie Law,Atlanta Hawks,"$1,927,080"
Hilton Armstrong,New Orleans Hornets,"$1,900,200"
Aaron Williams,LA Clippers,"$1,890,000"
Delonte West,Cleveland Cavaliers,"$1,889,760"
Nenad Krstic,New Jersey Nets,"$1,889,760"
Carlos Delfino,Toronto Raptors,"$1,868,141"
Tony Allen,Boston Celtics,"$1,868,141"
Sean May,Charlotte Bobcats,"$1,862,160"
Thaddeus Young,Philadelphia 76ers,"$1,830,720"
Jannero Pargo,New Orleans Hornets,"$1,830,000"
Grant Hill,Phoenix Suns,"$1,830,000"
Maceo Baston,Toronto Raptors,"$1,830,000"
Eddie Jones,Dallas Mavericks,"$1,830,000"
Kevin Martin,Sacramento Kings,"$1,808,121"
Thabo Sefolosha,Chicago Bulls,"$1,805,160"
Kosta Perovic,Golden State Warriors,"$1,800,000"
Rashad McCants,Minnesota Timberwolves,"$1,769,160"
Sasha Vujacic,Los Angeles Lakers,"$1,756,951"
David Wesley,New Jersey Nets,"$1,750,000"
Chuck Hayes,Houston Rockets,"$1,750,000"
Maurice Evans,Orlando Magic,"$1,740,000"
Julian Wright,New Orleans Hornets,"$1,739,160"
David Harrison,Indiana Pacers,"$1,734,316"
Ronnie Brewer,Utah Jazz,"$1,715,040"
Antoine Wright,Dallas Mavericks,"$1,680,600"
Al Thornton,LA Clippers,"$1,652,280"
Cedric Simmons,Chicago Bulls,"$1,629,120"
Brevin Knight,LA Clippers,"$1,600,000"
Clifford Robinson,Brooklyn Nets,"$1,600,000"
Joey Graham,Toronto Raptors,"$1,596,600"
Adrian Griffin,Seattle SuperSonics,"$1,593,000"
Rodney Stuckey,Detroit Pistons,"$1,569,600"
Rodney Carney,Philadelphia 76ers,"$1,547,760"
Justin Reed,Minnesota Timberwolves,"$1,529,873"
Danny Granger,Indiana Pacers,"$1,516,800"
Travis Diener,Indiana Pacers,"$1,500,000"
Eddie House,Boston Celtics,"$1,500,000"
Nick Young,Washington Wizards,"$1,491,240"
Shawne Williams,Indiana Pacers,"$1,470,360"
Gerald Green,Houston Rockets,"$1,440,960"
Sean Williams,New Jersey Nets,"$1,416,600"
Hakim Warrick,Memphis Grizzlies,"$1,376,040"
Marco Belinelli,Golden State Warriors,"$1,345,800"
Oleksiy Pecherov,Washington Wizards,"$1,345,800"
Quincy Douby,Sacramento Kings,"$1,333,920"
Javaris Crittenton,Memphis Grizzlies,"$1,285,200"
Renaldo Balkman,New York Knicks,"$1,280,640"
Alexis Ajinca,LA Clippers,"$1,276,320"
Nate Robinson,New York Knicks,"$1,268,160"
Jason Smith,Philadelphia 76ers,"$1,233,840"
Rajon Rondo,Boston Celtics,"$1,229,280"
Jacque Vaughn,San Antonio Spurs,"$1,219,590"
Eric Piatkowski,Phoenix Suns,"$1,219,590"
Adonal Foyle,Orlando Magic,"$1,219,590"
Jarrett Jack,Portland Trail Blazers,"$1,217,400"
Jarvis Hayes,Detroit Pistons,"$1,200,000"
Devin Brown,Cleveland Cavaliers,"$1,200,000"
Daequan Cook,Miami Heat,"$1,184,400"
Marcus Williams,New Jersey Nets,"$1,180,200"
Francisco Garcia,Sacramento Kings,"$1,168,800"
Jared Dudley,Charlotte Bobcats,"$1,137,000"
Josh Boone,New Jersey Nets,"$1,133,040"
Shavlik Randolph,Philadelphia 76ers,"$1,130,000"
Luther Head,Houston Rockets,"$1,122,000"
Calvin Booth,Philadelphia 76ers,"$1,103,225"
Ronnie Price,Utah Jazz,"$1,100,000"
Wilson Chandler,New York Knicks,"$1,091,640"
Kyle Lowry,Memphis Grizzlies,"$1,087,680"
Bernard Robinson,Brooklyn Nets,"$1,080,000"
Johan Petro,Seattle SuperSonics,"$1,077,120"
Shannon Brown,Chicago Bulls,"$1,044,120"
Jason Maxiell,Detroit Pistons,"$1,041,360"
Linas Kleiza,Denver Nuggets,"$1,011,360"
Jordan Farmar,Los Angeles Lakers,"$1,009,560"
Morris Almond,Utah Jazz,"$1,005,960"
Ime Udoka,San Antonio Spurs,"$1,000,000"
Wayne Simien,Miami Heat,"$997,800"
David Lee,New York Knicks,"$990,600"
Maurice Ager,New Jersey Nets,"$974,400"
Earl Barron,Miami Heat,"$973,328"
Aaron Brooks,Houston Rockets,"$972,720"
Mardy Collins,New York Knicks,"$967,320"
Donell Taylor,Washington Wizards,"$945,610"
CJ Miles,Utah Jazz,"$945,610"
Arron Afflalo,Detroit Pistons,"$944,520"
Alando Tucker,Phoenix Suns,"$931,920"
Melvin Ely,New Orleans Hornets,"$895,341"
Chris Andersen,New Orleans Hornets,"$885,294"
Mike Hall,Washington Wizards,"$862,456"
Justin Williams,Houston Rockets,"$862,456"
Mile Ilic,Brooklyn Nets,"$850,000"
Quinton Ross,LA Clippers,"$826,046"
Randolph Morris,New York Knicks,"$810,000"
Mickael Gelabale,Seattle SuperSonics,"$802,000"
Josh Powell,LA Clippers,"$800,000"
Salim Stoudamire,Atlanta Hawks,"$783,000"
Jeff McInnis,Charlotte Bobcats,"$770,610"
Sean Marks,Phoenix Suns,"$770,610"
Derek Anderson,Charlotte Bobcats,"$770,610"
Casey Jacobsen,Memphis Grizzlies,"$770,610"
Brian Skinner,Phoenix Suns,"$770,610"
Darrick Martin,Toronto Raptors,"$770,610"
James Singleton,Washington Wizards,"$770,610"
Dwayne Jones II,Cleveland Cavaliers,"$770,610"
Royal Ivey,Milwaukee Bucks,"$770,610"
Michael Ruffin,Milwaukee Bucks,"$770,610"
Ryan Bowen,New Orleans Hornets,"$770,610"
Austin Croshere,Golden State Warriors,"$770,610"
Roger Mason Jr.,Washington Wizards,"$770,610"
Dan Dickau,LA Clippers,"$770,610"
Ronny Turiaf,Los Angeles Lakers,"$770,610"
Von Wafer,Portland Trail Blazers,"$770,610"
Malik Allen,Dallas Mavericks,"$770,610"
Robert Hite,Miami Heat,"$770,610"
Darvin Ham,Denver Nuggets,"$770,610"
John Lucas III,Minnesota Timberwolves,"$770,610"
Stephen Graham,Indiana Pacers,"$770,610"
Orien Greene,Sacramento Kings,"$770,610"
Awvee Storey,Milwaukee Bucks,"$770,610"
Lynn Greer,Milwaukee Bucks,"$770,610"
Andre Brown,Memphis Grizzlies,"$770,610"
Anfernee Hardaway,Miami Heat,"$770,610"
Daniel Ewing,LA Clippers,"$770,610"
Brandon Bass,Dallas Mavericks,"$770,610"
Kareem Rush,Indiana Pacers,"$770,610"
Ruben Patterson,LA Clippers,"$770,610"
Monta Ellis,Golden State Warriors,"$770,610"
Dikembe Mutombo,Houston Rockets,"$770,610"
Anthony Carter,Denver Nuggets,"$770,610"
Jamal Sampson,Denver Nuggets,"$770,610"
Darrel Armstrong,New Jersey Nets,"$770,610"
Ryan Gomes,Minnesota Timberwolves,"$770,610"
Scot Pollard,Boston Celtics,"$770,610"
Lou Williams,Philadelphia 76ers,"$770,610"
Juwan Howard,Dallas Mavericks,"$761,544"
Kyrylo Fesenko,Utah Jazz,"$750,000"
Solomon Jones,Atlanta Hawks,"$729,000"
Eddie Gill,Seattle SuperSonics,"$693,549"
Yakhouba Diawara,Denver Nuggets,"$687,456"
Leon Powe,Boston Celtics,"$687,456"
Ryan Hollins,Charlotte Bobcats,"$687,456"
Hassan Adams,Toronto Raptors,"$687,456"
Paul Davis,LA Clippers,"$687,456"
Craig Smith,Minnesota Timberwolves,"$687,456"
Paul Millsap,Utah Jazz,"$687,456"
James Augustine,Orlando Magic,"$687,456"
Lou Amundson,Philadelphia 76ers,"$687,456"
James White,New York Knicks,"$687,456"
Devin Green,Los Angeles Lakers,"$687,456"
Will Conroy,Minnesota Timberwolves,"$687,456"
Steve Novak,Houston Rockets,"$687,456"
David Noel,Milwaukee Bucks,"$687,456"
Andre Owens,Indiana Pacers,"$687,456"
Tarence Kinsey,Memphis Grizzlies,"$687,456"
Pops Mensah-Bonsu,Denver Nuggets,"$687,456"
J.J. Barea,Dallas Mavericks,"$687,456"
Chris Quinn,Miami Heat,"$687,456"
Daniel Gibson,Cleveland Cavaliers,"$687,456"
Kelenna Azubuike,Golden State Warriors,"$687,456"
Gabe Pruitt,Boston Celtics,"$650,000"
Jelani McCoy,Denver Nuggets,"$634,620"
Ian Mahinmi,San Antonio Spurs,"$625,840"
Dahntay Jones,Sacramento Kings,"$584,757"
Richie Frahm,LA Clippers,"$566,625"
Beno Udrih,Sacramento Kings,"$561,544"
Juan Carlos Navarro,Memphis Grizzlies,"$538,090"
Jamario Moon,Toronto Raptors,"$427,163"
Thomas Gardner,Chicago Bulls,"$427,163"
Ramon Sessions,Milwaukee Bucks,"$427,163"
Kevin Lyde,null Unknown,"$427,163"
Dominic McGuire,Washington Wizards,"$427,163"
Demetris Nichols,Chicago Bulls,"$427,163"
Mustafa Shakur,Sacramento Kings,"$427,163"
Darryl Watkins,Sacramento Kings,"$427,163"
Coby Karl,Los Angeles Lakers,"$427,163"
Carl Landry,Houston Rockets,"$427,163"
Herbert Hill,Philadelphia 76ers,"$427,163"
Cheikh Samb,Detroit Pistons,"$427,163"
Mario West,Atlanta Hawks,"$427,163"
Marcus Slaughter,Madrid Real Madrid,"$427,163"
Larry Turner,null Unknown,"$427,163"
Elton Brown,null Unknown,"$427,163"
Glen Davis,Boston Celtics,"$427,163"
JamesOn Curry,Chicago Bulls,"$427,163"
Marcin Gortat,Orlando Magic,"$427,163"
Jermareo Davidson,Charlotte Bobcats,"$427,163"
Sammy Mejia,null Unknown,"$427,163"
Aaron Gray,Chicago Bulls,"$427,163"
Taurean Green,Denver Nuggets,"$427,163"
Jared Newson,null Unknown,"$427,163"
Josh McRoberts,Portland Trail Blazers,"$427,163"
Adam Haluska,Houston Rockets,"$427,163"
Chris Richard,Minnesota Timberwolves,"$427,163"
Anthony Tolliver,New Orleans Pelicans,"$427,163"
D.J. Strawberry,Phoenix Suns,"$427,163"
Brandon Wallace,Boston Celtics,"$427,163"
Jackie Manuel,null Unknown,"$427,163"
Chris Webber,Golden State Warriors,"$358,107"
Earl Boykins,Charlotte Bobcats,"$349,041"
Damon Stoudamire,San Antonio Spurs,"$335,442"
Courtney Sims,Indiana Pacers,"$319,116"
Keith Langford,San Antonio Spurs,"$278,912"
C.J. Watson,Golden State Warriors,"$251,272"
Jeremy Richardson,San Antonio Spurs,"$238,588"
Jamaal Magloire,Dallas Mavericks,"$231,183"
P.J. Brown,Boston Celtics,"$226,650"
Ronald Murray,Indiana Pacers,"$213,051"
Gordan Giricek,Phoenix Suns,"$199,452"
Theo Ratliff,Detroit Pistons,"$199,452"
Sam Cassell,Boston Celtics,"$199,452"
Tyronn Lue,Dallas Mavericks,"$199,452"
Smush Parker,LA Clippers,"$181,320"
Brent Barry,San Antonio Spurs,"$172,177"
Loren Woods,Houston Rockets,"$142,201"
Nick Fazekas,LA Clippers,"$125,636"
Ira Newble,Los Angeles Lakers,"$122,391"
Mike Harris,Houston Rockets,"$100,509"
Didier Ilunga-Mbenga,Los Angeles Lakers,"$90,660"
Lance Allred,Cleveland Cavaliers,"$87,945"
Blake Ahearn,Miami Heat,"$67,844"
Stephane Lasme,Miami Heat,"$67,844"
Ronald Dupree,Seattle SuperSonics,"$63,462"
Marcus Williams,LA Clippers,"$50,254"
Kasib Powell,Miami Heat,"$36,395"
DerMarr Johnson,San Antonio Spurs,"$27,198"
Bobby Jones,San Antonio Spurs,"$24,263"
Linton Johnson,Toronto Raptors,"$4,533"
Billy Thomas,Cleveland Cavaliers,"$4,533"
