Name,Team,Salary
Jason Kapono,Philadelphia 76ers,"$6,641,440"
Tyrus Thomas,Charlotte Bobcats,"$6,611,570"
Jerome James,Chicago Bulls,"$6,600,000"
Josh Childress,Phoenix Suns,"$6,500,000"
Beno Udrih,Sacramento Kings,"$6,478,600"
DeSagana Diop,Charlotte Bobcats,"$6,478,600"
Mike James,Chicago Bulls,"$6,466,600"
Rasheed Wallace,New York Knicks,"$6,322,320"
Trevor Ariza,New Orleans Hornets,"$6,322,320"
Metta World Peace,Los Angeles Lakers,"$6,322,320"
Marcin Gortat,Phoenix Suns,"$6,322,320"
Kevin Durant,Oklahoma City Thunder,"$6,053,663"
Andray Blatche,Washington Wizards,"$5,904,152"
Drew Gooden,Milwaukee Bucks,"$5,765,000"
Al Harrington,Denver Nuggets,"$5,765,000"
Jermaine O'Neal,Boston Celtics,"$5,765,000"
Wesley Matthews,Portland Trail Blazers,"$5,765,000"
Kyle Lowry,Houston Rockets,"$5,750,000"
Derrick Rose,Chicago Bulls,"$5,546,160"
Nenad Krstic,Boston Celtics,"$5,543,116"
Francisco Garcia,Sacramento Kings,"$5,500,000"
Sasha Vujacic,New Jersey Nets,"$5,475,113"
Al Horford,Atlanta Hawks,"$5,444,857"
Blake Griffin,LA Clippers,"$5,357,280"
Mickael Pietrus,Phoenix Suns,"$5,300,000"
Luke Walton,Los Angeles Lakers,"$5,260,000"
Speedy Claxton,Atlanta Hawks,"$5,209,454"
Channing Frye,Phoenix Suns,"$5,200,000"
John Wall,Washington Wizards,"$5,144,280"
Reggie Evans,Toronto Raptors,"$5,080,000"
Jason Maxiell,Detroit Pistons,"$5,000,000"
Amir Johnson,Toronto Raptors,"$5,000,000"
Kyle Korver,Chicago Bulls,"$5,000,000"
Mike Miller,Miami Heat,"$5,000,000"
Lou Williams,Philadelphia 76ers,"$5,000,000"
Linas Kleiza,Toronto Raptors,"$4,995,000"
Michael Beasley,Minnesota Timberwolves,"$4,962,240"
Mike Conley,Memphis Grizzlies,"$4,913,077"
Antonio McDyess,San Antonio Spurs,"$4,860,000"
Marcus Banks,Toronto Raptors,"$4,847,586"
Darius Songaila,Philadelphia 76ers,"$4,818,000"
Martell Webster,Minnesota Timberwolves,"$4,800,000"
Hasheem Thabeet,Houston Rockets,"$4,793,280"
Ronnie Brewer,Chicago Bulls,"$4,790,000"
Evan Turner,Philadelphia 76ers,"$4,602,720"
Jarrett Jack,New Orleans Hornets,"$4,600,000"
Chris Andersen,Denver Nuggets,"$4,533,300"
O.J. Mayo,Memphis Grizzlies,"$4,456,200"
Jeff Green,Boston Celtics,"$4,455,988"
Charlie Bell,Golden State Warriors,"$4,447,792"
Brad Miller,Houston Rockets,"$4,400,000"
Darko Milicic,Minnesota Timberwolves,"$4,325,000"
James Harden,Oklahoma City Thunder,"$4,304,520"
Matt Carroll,Charlotte Bobcats,"$4,300,000"
Nikola Pekovic,Minnesota Timberwolves,"$4,275,000"
Zaza Pachulia,Atlanta Hawks,"$4,251,250"
Hakim Warrick,Phoenix Suns,"$4,250,000"
Randy Foye,LA Clippers,"$4,250,000"
Nate Robinson,Oklahoma City Thunder,"$4,200,000"
DeShawn Stevenson,Dallas Mavericks,"$4,151,786"
Derrick Favors,Utah Jazz,"$4,133,280"
Bruce Bowen,San Antonio Spurs,"$4,100,000"
Greg Buckner,Memphis Grizzlies,"$4,080,915"
Yi Jianlian,Washington Wizards,"$4,050,499"
Russell Westbrook,Oklahoma City Thunder,"$4,017,720"
Daniel Gibson,Cleveland Cavaliers,"$4,015,334"
Luke Ridnour,Minnesota Timberwolves,"$4,000,000"
Anthony Morrow,New Jersey Nets,"$4,000,000"
Ronny Turiaf,New York Knicks,"$4,000,000"
Brandon Bass,Orlando Magic,"$4,000,000"
Steve Blake,Los Angeles Lakers,"$4,000,000"
Ryan Gomes,LA Clippers,"$4,000,000"
Willie Green,New Orleans Hornets,"$3,976,000"
Ramon Sessions,Cleveland Cavaliers,"$3,964,320"
Tyreke Evans,Sacramento Kings,"$3,880,920"
Corey Brewer,Dallas Mavericks,"$3,875,000"
Jordan Farmar,New Jersey Nets,"$3,750,000"
Wesley Johnson,Minnesota Timberwolves,"$3,726,600"
Derek Fisher,Los Angeles Lakers,"$3,700,000"
CJ Miles,Utah Jazz,"$3,700,000"
Kevin Love,Minnesota Timberwolves,"$3,638,280"
C.J. Watson,Chicago Bulls,"$3,600,000"
Marc Gasol,Memphis Grizzlies,"$3,573,333"
Timofey Mozgov,Denver Nuggets,"$3,567,096"
Dorell Wright,Golden State Warriors,"$3,540,000"
Udonis Haslem,Miami Heat,"$3,500,000"
Chris Duhon,Orlando Magic,"$3,500,000"
Carlos Delfino,Milwaukee Bucks,"$3,500,000"
Shaun Livingston,Charlotte Bobcats,"$3,500,000"
Tiago Splitter,San Antonio Spurs,"$3,400,000"
Brandan Wright,New Jersey Nets,"$3,398,072"
DeMarcus Cousins,Sacramento Kings,"$3,374,640"
Danilo Gallinari,Denver Nuggets,"$3,304,560"
Kelenna Azubuike,Cleveland Cavaliers,"$3,300,000"
Thabo Sefolosha,Oklahoma City Thunder,"$3,250,000"
Will Bynum,Detroit Pistons,"$3,250,000"
Johan Petro,New Jersey Nets,"$3,250,000"
Grant Hill,Phoenix Suns,"$3,240,000"
Kris Humphries,New Jersey Nets,"$3,200,000"
Jonny Flynn,Minnesota Timberwolves,"$3,192,000"
Joakim Noah,Chicago Bulls,"$3,128,536"
Ekpe Udoh,Golden State Warriors,"$3,065,040"
Matt Bonner,San Antonio Spurs,"$3,050,000"
Eric Gordon,LA Clippers,"$3,016,680"
Glen Davis,Boston Celtics,"$3,000,004"
Jamario Moon,LA Clippers,"$3,000,000"
Eduardo Najera,Charlotte Bobcats,"$3,000,000"
Raja Bell,Utah Jazz,"$3,000,000"
Josh Howard,Washington Wizards,"$3,000,000"
Carl Landry,New Orleans Hornets,"$3,000,000"
Tony Allen,Memphis Grizzlies,"$3,000,000"
Chris Wilcox,Detroit Pistons,"$3,000,000"
Spencer Hawes,Philadelphia 76ers,"$2,974,320"
Stephen Curry,Golden State Warriors,"$2,913,840"
Thaddeus Young,Philadelphia 76ers,"$2,901,241"
Julian Wright,Toronto Raptors,"$2,858,057"
Anthony Parker,Cleveland Cavaliers,"$2,855,769"
Mark Madsen,Minnesota Timberwolves,"$2,840,000"
Greg Monroe,Detroit Pistons,"$2,798,040"
Rodney Stuckey,Detroit Pistons,"$2,767,126"
Sebastian Telfair,Minnesota Timberwolves,"$2,700,000"
Jordan Hill,Houston Rockets,"$2,669,520"
Nick Young,Washington Wizards,"$2,630,503"
Al-Farouq Aminu,LA Clippers,"$2,563,320"
D.J. Augustin,Charlotte Bobcats,"$2,540,000"
Maurice Evans,Washington Wizards,"$2,500,000"
Dahntay Jones,Indiana Pacers,"$2,500,000"
David Andersen,New Orleans Hornets,"$2,500,000"
DeMar DeRozan,Toronto Raptors,"$2,453,880"
Brook Lopez,New Jersey Nets,"$2,413,320"
Ricky Davis,LA Clippers,"$2,400,000"
Marquis Daniels,Boston Celtics,"$2,388,000"
Marco Belinelli,New Orleans Hornets,"$2,380,270"
Gordon Hayward,Utah Jazz,"$2,356,320"
Ryan Hollins,Cleveland Cavaliers,"$2,333,333"
Brandon Jennings,Milwaukee Bucks,"$2,331,120"
Ersan Ilyasova,Milwaukee Bucks,"$2,320,500"
Craig Smith,LA Clippers,"$2,300,000"
Jerryd Bayless,Toronto Raptors,"$2,292,600"
Quentin Richardson,Orlando Magic,"$2,265,000"
Paul George,Indiana Pacers,"$2,238,360"
Lou Amundson,Golden State Warriors,"$2,225,000"
Terrence Williams,Houston Rockets,"$2,214,480"
Anthony Tolliver,Minnesota Timberwolves,"$2,200,000"
Jason Smith,New Orleans Hornets,"$2,187,913"
Jason Thompson,Sacramento Kings,"$2,178,000"
Daequan Cook,Oklahoma City Thunder,"$2,169,857"
Jared Dudley,Phoenix Suns,"$2,151,068"
Shannon Brown,Los Angeles Lakers,"$2,149,200"
Wilson Chandler,Denver Nuggets,"$2,130,482"
Cole Aldrich,Oklahoma City Thunder,"$2,126,520"
Gerald Henderson,Charlotte Bobcats,"$2,103,840"
Keyon Dooling,Milwaukee Bucks,"$2,080,000"
Ben Wallace,Detroit Pistons,"$2,080,000"
Anthony Johnson,Orlando Magic,"$2,062,800"
Brent Barry,Houston Rockets,"$2,062,800"
Xavier Henry,Memphis Grizzlies,"$2,020,200"
Aaron Brooks,Phoenix Suns,"$2,016,692"
Tyler Hansbrough,Indiana Pacers,"$1,998,600"
Rasho Nesterovic,Toronto Raptors,"$1,990,000"
Chuck Hayes,Houston Rockets,"$1,972,500"
Goran Dragic,Houston Rockets,"$1,972,000"
Anthony Randolph,Minnesota Timberwolves,"$1,965,720"
Arron Afflalo,Denver Nuggets,"$1,959,577"
Ed Davis,Toronto Raptors,"$1,919,160"
Earl Clark,Orlando Magic,"$1,898,760"
Robin Lopez,Phoenix Suns,"$1,867,320"
Patrick Patterson,Houston Rockets,"$1,823,280"
Dikembe Mutombo,Houston Rockets,"$1,823,280"
J.J. Barea,Dallas Mavericks,"$1,815,000"
Austin Daye,Detroit Pistons,"$1,803,720"
Kurt Thomas,Chicago Bulls,"$1,800,000"
Marreese Speights,Philadelphia 76ers,"$1,773,960"
Matt Barnes,Los Angeles Lakers,"$1,765,000"
Larry Sanders,Milwaukee Bucks,"$1,731,960"
Omer Asik,Chicago Bulls,"$1,721,000"
James Johnson,Toronto Raptors,"$1,713,600"
Roy Hibbert,Indiana Pacers,"$1,685,280"
Renaldo Balkman,New York Knicks,"$1,675,000"
Luke Babbitt,Portland Trail Blazers,"$1,645,440"
Sean Williams,Boston Celtics,"$1,629,120"
Jrue Holiday,Philadelphia 76ers,"$1,627,920"
JaVale McGee,Washington Wizards,"$1,601,040"
Hamed Ehaddadi,Memphis Grizzlies,"$1,600,000"
Keith Bogans,Chicago Bulls,"$1,600,000"
Kevin Seraphin,Washington Wizards,"$1,563,120"
Ty Lawson,Denver Nuggets,"$1,546,560"
JJ Hickson,Cleveland Cavaliers,"$1,528,920"
Solomon Jones,Indiana Pacers,"$1,500,000"
Eric Bledsoe,LA Clippers,"$1,485,000"
Jeff Teague,Atlanta Hawks,"$1,476,840"
Alexis Ajinca,Toronto Raptors,"$1,467,840"
Avery Bradley,Boston Celtics,"$1,418,160"
Eric Maynor,Oklahoma City Thunder,"$1,417,800"
Ryan Anderson,Orlando Magic,"$1,409,040"
Roger Mason Jr.,New York Knicks,"$1,400,000"
Ronnie Price,Utah Jazz,"$1,381,250"
James Anderson,San Antonio Spurs,"$1,361,400"
Darren Collison,Indiana Pacers,"$1,361,040"
Courtney Lee,Houston Rockets,"$1,352,640"
Zydrunas Ilgauskas,Miami Heat,"$1,352,181"
Eddie House,Miami Heat,"$1,352,181"
Shaquille O'Neal,Boston Celtics,"$1,352,181"
Roko-Leni Ukic,Milwaukee Bucks,"$1,350,000"
Craig Brackins,Philadelphia 76ers,"$1,306,920"
Kosta Koufos,Denver Nuggets,"$1,298,640"
Elliot Williams,Golden State Warriors,"$1,254,720"
Omri Casspi,Sacramento Kings,"$1,254,480"
Trevor Booker,Washington Wizards,"$1,204,560"
Byron Mullens,Oklahoma City Thunder,"$1,204,200"
Serge Ibaka,Oklahoma City Thunder,"$1,204,200"
Royal Ivey,Oklahoma City Thunder,"$1,200,000"
Nicolas Batum,Portland Trail Blazers,"$1,196,760"
Damion James,New Jersey Nets,"$1,156,320"
Rodrigue Beaubois,Dallas Mavericks,"$1,156,080"
Brian Cook,LA Clippers,"$1,146,337"
James Jones,Miami Heat,"$1,146,337"
Darrell Arthur,Memphis Grizzlies,"$1,123,680"
Taj Gibson,Chicago Bulls,"$1,117,680"
Dominique Jones,Dallas Mavericks,"$1,110,120"
D.J. White,Charlotte Bobcats,"$1,108,680"
Kyrylo Fesenko,Utah Jazz,"$1,087,500"
DeMarre Carroll,Houston Rockets,"$1,085,400"
Wayne Ellington,Minnesota Timberwolves,"$1,078,800"
Quincy Pondexter,New Orleans Hornets,"$1,073,280"
Alando Tucker,Minnesota Timberwolves,"$1,071,720"
Toney Douglas,New York Knicks,"$1,071,000"
Jordan Crawford,Washington Wizards,"$1,042,320"
Greivis Vasquez,Memphis Grizzlies,"$1,035,960"
Quinton Ross,New Jersey Nets,"$1,033,342"
James Singleton,Washington Wizards,"$1,030,189"
Jawad Williams,Cleveland Cavaliers,"$1,029,389"
Aaron Gray,New Orleans Hornets,"$1,028,840"
Daniel Orton,Washington Wizards,"$1,028,400"
Christian Eyenga,Cleveland Cavaliers,"$1,020,960"
Lazar Hayward,Minnesota Timberwolves,"$1,020,960"
Jon Brockman,Milwaukee Bucks,"$1,000,000"
Stephen Graham,New Jersey Nets,"$992,680"
Shavlik Randolph,Denver Nuggets,"$992,680"
Joey Graham,Cleveland Cavaliers,"$992,680"
Patty Mills,Portland Trail Blazers,"$937,195"
Donte Greene,Sacramento Kings,"$930,700"
DeJuan Blair,San Antonio Spurs,"$918,000"
Sam Young,Memphis Grizzlies,"$886,000"
Ian Mahinmi,Dallas Mavericks,"$885,120"
Alexander Johnson,Miami Heat,"$885,120"
Pops Mensah-Bonsu,New Orleans Hornets,"$885,120"
Josh McRoberts,Indiana Pacers,"$885,120"
Salim Stoudamire,Atlanta Hawks,"$884,881"
Quincy Douby,Sacramento Kings,"$855,189"
Marcus Haislip,San Antonio Spurs,"$855,189"
Mouhamed Sene,New York Knicks,"$855,189"
Anthony Roberson,Chicago Bulls,"$855,189"
Tarence Kinsey,Golden State Warriors,"$855,189"
Javaris Crittenton,Washington Wizards,"$854,389"
Darius Miles,Memphis Grizzlies,"$854,389"
Kyle Weaver,Utah Jazz,"$854,389"
Luke Jackson,Miami Heat,"$854,389"
Kenny Thomas,Sacramento Kings,"$854,389"
Jamaal Magloire,Miami Heat,"$854,389"
Melvin Ely,Denver Nuggets,"$854,389"
Mike Harris,Houston Rockets,"$854,389"
Dwayne Jones II,Utah Jazz,"$854,389"
Malik Hairston,San Antonio Spurs,"$854,389"
Tracy McGrady,Detroit Pistons,"$854,389"
Antoine Wright,Sacramento Kings,"$854,389"
Sean May,Sacramento Kings,"$854,389"
Luther Head,Sacramento Kings,"$854,389"
Coby Karl,Denver Nuggets,"$854,389"
Fabricio Oberto,Portland Trail Blazers,"$854,389"
Earl Watson,Utah Jazz,"$854,389"
Sonny Weems,Toronto Raptors,"$854,389"
Kwame Brown,Charlotte Bobcats,"$854,389"
Francisco Elson,Utah Jazz,"$854,389"
Tony Battie,Philadelphia 76ers,"$854,389"
Von Wafer,Boston Celtics,"$854,389"
Malik Allen,Orlando Magic,"$854,389"
Didier Ilunga-Mbenga,New Orleans Hornets,"$854,389"
Jason Collins,Atlanta Hawks,"$854,389"
Jerry Stackhouse,Miami Heat,"$854,389"
Shelden Williams,New York Knicks,"$854,389"
Shawne Williams,New York Knicks,"$854,389"
Maurice Ager,Minnesota Timberwolves,"$854,389"
Josh Powell,Atlanta Hawks,"$854,389"
Henry Walker,New York Knicks,"$854,389"
Mario Chalmers,Miami Heat,"$854,389"
Juwan Howard,Miami Heat,"$854,389"
Joe Smith,Los Angeles Lakers,"$854,389"
Theo Ratliff,Los Angeles Lakers,"$854,389"
Bobby Simmons,San Antonio Spurs,"$854,389"
Darnell Jackson,Sacramento Kings,"$854,389"
George Hill,San Antonio Spurs,"$854,389"
Luc Mbah a Moute,Milwaukee Bucks,"$854,389"
Earl Boykins,Milwaukee Bucks,"$854,389"
Joe Alexander,Golden State Warriors,"$854,389"
Hilton Armstrong,Atlanta Hawks,"$854,389"
Cartier Martin,Washington Wizards,"$854,389"
DeAndre Jordan,LA Clippers,"$854,389"
Joey Dorsey,Toronto Raptors,"$854,389"
Anthony Carter,New York Knicks,"$854,389"
Delonte West,Boston Celtics,"$854,389"
Tim Thomas,Dallas Mavericks,"$854,389"
Brian Cardinal,Dallas Mavericks,"$854,389"
Chris Richard,Chicago Bulls,"$854,389"
Brian Scalabrine,Chicago Bulls,"$854,389"
Chris Douglas-Roberts,Milwaukee Bucks,"$854,389"
D.J. Strawberry,Phoenix Suns,"$854,389"
Etan Thomas,Atlanta Hawks,"$854,389"
Paul Davis,Washington Wizards,"$825,497"
Kevin Ollie,Oklahoma City Thunder,"$825,497"
Ryan Bowen,Oklahoma City Thunder,"$825,497"
Desmond Mason,Sacramento Kings,"$825,497"
Mikki Moore,Golden State Warriors,"$825,497"
Linton Johnson,Chicago Bulls,"$825,497"
James White,New York Knicks,"$825,497"
Jason Hart,New Orleans Pelicans,"$825,497"
Kareem Rush,LA Clippers,"$825,497"
Jermareo Davidson,Golden State Warriors,"$825,497"
Marcus Williams,Denver Nuggets,"$825,497"
Lindsey Hunter,Phoenix Suns,"$825,497"
Gabe Pruitt,Boston Celtics,"$825,497"
Chris Quinn,San Antonio Spurs,"$804,131"
Sean Marks,Portland Trail Blazers,"$799,105"
Chase Budinger,Houston Rockets,"$780,871"
Jermaine Taylor,Sacramento Kings,"$780,871"
Tony Gaffney,Memphis Grizzlies,"$762,195"
Jodie Meeks,Philadelphia 76ers,"$762,195"
Brian Butch,Utah Jazz,"$762,195"
Dante Cunningham,Charlotte Bobcats,"$762,195"
Derrick Brown,New York Knicks,"$762,195"
Darryl Watkins,New Orleans Pelicans,"$762,195"
Greg Stiemsma,Portland Trail Blazers,"$762,195"
A.J. Price,Indiana Pacers,"$762,195"
Taylor Griffin,Phoenix Suns,"$762,195"
DaJuan Summers,Detroit Pistons,"$762,195"
Marcus Thornton,Sacramento Kings,"$762,195"
Kenny Hasbrouck,null Unknown,"$762,195"
Jeff Ayres,LA Clippers,"$762,195"
Jonas Jerebko,Golden State Warriors,"$762,195"
Reggie Williams,Golden State Warriors,"$762,195"
Curtis Jerrells,null Unknown,"$762,195"
Oliver Lafayette,Milan Olimpia,"$762,195"
Lance Stephenson,Indiana Pacers,"$750,000"
Dontell Jefferson,Charlotte Hornets,"$736,420"
Mike Taylor,LA Clippers,"$736,420"
Joe Crawford,New York Knicks,"$736,420"
Sun Yue,Los Angeles Lakers,"$736,420"
Walter Sharpe,Detroit Pistons,"$736,420"
DeMarcus Nelson,Chicago Bulls,"$736,420"
Othello Hunter,Madrid Real Madrid,"$736,420"
Hassan Whiteside,Sacramento Kings,"$730,437"
Erick Dampier,Miami Heat,"$713,666"
Ime Udoka,San Antonio Spurs,"$708,640"
Mike Wilks,Oklahoma City Thunder,"$679,821"
Solomon Alabi,Toronto Raptors,"$670,000"
Brian Skinner,Milwaukee Bucks,"$668,434"
Allen Iverson,Philadelphia 76ers,"$650,686"
Alonzo Gee,Cleveland Cavaliers,"$641,141"
Acie Law,Golden State Warriors,"$633,253"
Andy Rautins,New York Knicks,"$600,000"
Ike Diogu,LA Clippers,"$567,917"
Gary Neal,San Antonio Spurs,"$525,000"
Jason Williams,Memphis Grizzlies,"$524,964"
Lester Hudson,Washington Wizards,"$515,603"
Willie Warren,LA Clippers,"$500,000"
Samardo Samuels,Cleveland Cavaliers,"$500,000"
Damien Wilkins,Atlanta Hawks,"$482,478"
Ish Smith,Memphis Grizzlies,"$473,604"
Jeremy Lin,Golden State Warriors,"$473,604"
Landry Fields,New York Knicks,"$473,604"
Sherron Collins,Charlotte Bobcats,"$473,604"
Hamady Ndiaye,Washington Wizards,"$473,604"
Pooh Jeter,Sacramento Kings,"$473,604"
Terrico White,Perth Perth,"$473,604"
Garret Siler,Phoenix Suns,"$473,604"
Armon Johnson,Portland Trail Blazers,"$473,604"
Stanley Robinson,null Unknown,"$473,604"
Brian Zoubek,null Unknown,"$473,604"
Darington Hobson,Milwaukee Bucks,"$473,604"
Tiny Gallon,null Unknown,"$473,604"
Patrick Beverley,Milwaukee Bucks,"$473,604"
Derrick Caracter,Los Angeles Lakers,"$473,604"
Gary Forbes,Denver Nuggets,"$473,604"
Donald Sloan,Denver Nuggets,"$473,604"
Matt Janning,Denver Nuggets,"$473,604"
Ben Uzoh,New Jersey Nets,"$473,604"
Manny Harris,Cleveland Cavaliers,"$473,604"
Devin Ebanks,Los Angeles Lakers,"$473,604"
Luke Harangody,Cleveland Cavaliers,"$473,604"
Semih Erden,Cleveland Cavaliers,"$473,604"
Jeremy Evans,Utah Jazz,"$473,604"
Pape Sy,Atlanta Hawks,"$473,604"
Dexter Pittman,Miami Heat,"$473,604"
Derrick Byars,Memphis Grizzlies,"$457,588"
Trey Gilder,Utah Jazz,"$457,588"
Marcus Landry,Milwaukee Bucks,"$457,588"
Deron Washington,null Unknown,"$457,588"
Peja Stojakovic,Dallas Mavericks,"$402,065"
Steve Novak,San Antonio Spurs,"$306,575"
Mustafa Shakur,Washington Wizards,"$226,162"
Jared Jeffries,New York Knicks,"$221,136"
Mike Bibby,Miami Heat,"$216,110"
Troy Murphy,Boston Celtics,"$216,110"
Dominic McGuire,Charlotte Bobcats,"$211,084"
Sasha Pavlovic,Boston Celtics,"$211,084"
Rasual Butler,Chicago Bulls,"$211,084"
Al Thornton,Golden State Warriors,"$211,084"
Travis Diener,Portland Trail Blazers,"$208,802"
Leon Powe,Memphis Grizzlies,"$201,033"
Carlos Arroyo,Boston Celtics,"$196,007"
Zabian Dowdell,Phoenix Suns,"$186,656"
Jannero Pargo,Charlotte Hornets,"$168,579"
John Lucas III,Chicago Bulls,"$130,165"
Danny Green,San Antonio Spurs,"$130,022"
Da'Sean Butler,null Unknown,"$125,000"
Sundiata Gaines,New Jersey Nets,"$112,088"
Chris Johnson,Boston Celtics,"$88,363"
Garrett Temple,Charlotte Bobcats,"$80,703"
Cedric Jackson,Cleveland Cavaliers,"$40,375"
Othyus Jeffers,Washington Wizards,"$35,868"
Patrick Ewing Jr.,New Orleans Hornets,"$25,073"
Marcus Cousin,Utah Jazz,"$25,000"
Larry Owens,Washington Wizards,"$22,287"
Mario West,New Jersey Nets,"$20,103"
Marqus Blakely,Houston Rockets,"$15,000"
Robert Vaden,San Antonio Spurs,"$13,930"
Earl Barron,Portland Trail Blazers,"$11,679"
Trey Johnson,Toronto Raptors,"$8,967"
