Name,Team,Salary
Paul Millsap,Atlanta Hawks,"$9,500,000"
Thaddeus Young,Brooklyn Nets,"$9,410,869"
Tiago Splitter,San Antonio Spurs,"$9,250,000"
Jeff Green,Memphis Grizzlies,"$9,200,000"
Jordan Hill,Los Angeles Lakers,"$9,000,000"
Lance Stephenson,Charlotte Hornets,"$9,000,000"
Mike Conley,Memphis Grizzlies,"$8,694,216"
Trevor Ariza,Houston Rockets,"$8,579,089"
Channing Frye,Orlando Magic,"$8,579,088"
Marcus Thornton,Phoenix Suns,"$8,575,000"
Ryan Anderson,New Orleans Pelicans,"$8,491,500"
Jeremy Lin,Los Angeles Lakers,"$8,374,646"
Omer Asik,New Orleans Pelicans,"$8,374,646"
Monta Ellis,Dallas Mavericks,"$8,360,000"
Jeff Teague,Atlanta Hawks,"$8,000,000"
Brandon Jennings,Detroit Pistons,"$8,000,000"
O.J. Mayo,Milwaukee Bucks,"$8,000,000"
George Hill,Indiana Pacers,"$8,000,000"
Taj Gibson,Chicago Bulls,"$8,000,000"
Dirk Nowitzki,Dallas Mavericks,"$7,974,482"
Ersan Ilyasova,Milwaukee Bucks,"$7,900,000"
Tayshaun Prince,Detroit Pistons,"$7,707,865"
Boris Diaw,San Antonio Spurs,"$7,500,000"
Arron Afflalo,Portland Trail Blazers,"$7,500,000"
Goran Dragic,Miami Heat,"$7,500,000"
Wesley Matthews,Portland Trail Blazers,"$7,245,640"
Isaiah Thomas,Boston Celtics,"$7,238,606"
Avery Bradley,Boston Celtics,"$7,191,011"
Pau Gasol,Chicago Bulls,"$7,128,000"
Jose Calderon,New York Knicks,"$7,097,191"
Kyrie Irving,Cleveland Cavaliers,"$7,070,730"
Manu Ginobili,San Antonio Spurs,"$7,000,000"
Amir Johnson,Toronto Raptors,"$7,000,000"
Marvin Williams,Charlotte Hornets,"$7,000,000"
Brandon Bass,Boston Celtics,"$6,900,000"
Kevin Martin,Minnesota Timberwolves,"$6,792,500"
JJ Redick,LA Clippers,"$6,792,500"
Wilson Chandler,Denver Nuggets,"$6,757,913"
Jason Richardson,Philadelphia 76ers,"$6,601,125"
JR Smith,Cleveland Cavaliers,"$6,515,510"
Carl Landry,Sacramento Kings,"$6,500,000"
Greivis Vasquez,Toronto Raptors,"$6,400,000"
Derrick Williams,Sacramento Kings,"$6,331,404"
Jarrett Jack,Brooklyn Nets,"$6,300,000"
Kyle Korver,Atlanta Hawks,"$6,253,521"
Landry Fields,Toronto Raptors,"$6,250,000"
Robin Lopez,Portland Trail Blazers,"$6,124,729"
Jason Thompson,Sacramento Kings,"$6,037,500"
Jodie Meeks,Detroit Pistons,"$6,000,000"
Gerald Henderson,Charlotte Hornets,"$6,000,000"
Chuck Hayes,Toronto Raptors,"$5,958,750"
Jason Terry,Houston Rockets,"$5,850,313"
Patrick Patterson,Toronto Raptors,"$5,831,326"
P.J. Tucker,Phoenix Suns,"$5,700,000"
Enes Freedom,Oklahoma City Thunder,"$5,694,674"
Anthony Davis,New Orleans Pelicans,"$5,607,240"
Anthony Bennett,Minnesota Timberwolves,"$5,563,920"
Andrew Wiggins,Minnesota Timberwolves,"$5,510,640"
Greg Monroe,Detroit Pistons,"$5,479,934"
Jamal Crawford,LA Clippers,"$5,450,000"
Courtney Lee,Memphis Grizzlies,"$5,450,000"
Lou Williams,Toronto Raptors,"$5,450,000"
JJ Hickson,Denver Nuggets,"$5,381,750"
Martell Webster,Washington Wizards,"$5,381,750"
Chris Andersen,Miami Heat,"$5,375,000"
Nikola Mirotic,Chicago Bulls,"$5,305,000"
Spencer Hawes,LA Clippers,"$5,305,000"
Paul Pierce,Washington Wizards,"$5,305,000"
Shaun Livingston,Golden State Warriors,"$5,305,000"
Josh McRoberts,Miami Heat,"$5,305,000"
Keith Bogans,Philadelphia 76ers,"$5,285,817"
Zaza Pachulia,Milwaukee Bucks,"$5,200,000"
Tristan Thompson,Cleveland Cavaliers,"$5,138,430"
Michael Kidd-Gilchrist,Charlotte Hornets,"$5,016,960"
Chase Budinger,Minnesota Timberwolves,"$5,000,000"
Trevor Booker,Utah Jazz,"$5,000,000"
Brandan Wright,Phoenix Suns,"$5,000,000"
Nick Young,Los Angeles Lakers,"$4,994,420"
Victor Oladipo,Orlando Magic,"$4,978,200"
Jabari Parker,Milwaukee Bucks,"$4,930,560"
Luis Scola,Indiana Pacers,"$4,868,499"
Tony Allen,Memphis Grizzlies,"$4,831,461"
Chris Kaman,Portland Trail Blazers,"$4,800,000"
Darren Collison,Sacramento Kings,"$4,797,664"
Kostas Papanikolaou,Houston Rockets,"$4,797,664"
Corey Brewer,Houston Rockets,"$4,702,500"
Ricky Rubio,Minnesota Timberwolves,"$4,660,479"
Andre Miller,Sacramento Kings,"$4,650,000"
Timofey Mozgov,Cleveland Cavaliers,"$4,650,000"
Bradley Beal,Washington Wizards,"$4,505,280"
Caron Butler,Detroit Pistons,"$4,500,000"
Jonas Jerebko,Boston Celtics,"$4,500,000"
Ben Gordon,Orlando Magic,"$4,500,000"
Otto Porter Jr.,Washington Wizards,"$4,470,480"
Joel Embiid,Philadelphia 76ers,"$4,427,640"
Luc Mbah a Moute,Philadelphia 76ers,"$4,382,576"
Kris Humphries,Washington Wizards,"$4,250,000"
Jared Dudley,Milwaukee Bucks,"$4,250,000"
CJ Miles,Indiana Pacers,"$4,205,000"
Thabo Sefolosha,Atlanta Hawks,"$4,150,000"
Dion Waiters,Oklahoma City Thunder,"$4,062,000"
Samuel Dalembert,New York Knicks,"$4,051,527"
Cody Zeller,Charlotte Hornets,"$4,030,560"
Danny Green,San Antonio Spurs,"$4,025,000"
Ian Mahinmi,Indiana Pacers,"$4,000,000"
Mario Chalmers,Miami Heat,"$4,000,000"
Aaron Gordon,Orlando Magic,"$3,992,040"
Mo Williams,Charlotte Hornets,"$3,965,074"
Vince Carter,Memphis Grizzlies,"$3,911,981"
Kevin Seraphin,Washington Wizards,"$3,898,692"
Devin Harris,Dallas Mavericks,"$3,878,896"
Bismack Biyombo,Charlotte Hornets,"$3,873,398"
Patty Mills,San Antonio Spurs,"$3,842,105"
Raymond Felton,Dallas Mavericks,"$3,793,693"
Jonas Valanciunas,Toronto Raptors,"$3,678,360"
Thomas Robinson,Philadelphia 76ers,"$3,678,360"
Marreese Speights,Golden State Warriors,"$3,657,500"
Alex Len,Phoenix Suns,"$3,649,920"
Dante Exum,Utah Jazz,"$3,615,000"
Brandon Knight,Phoenix Suns,"$3,553,917"
Gerald Green,Phoenix Suns,"$3,500,000"
Darrell Arthur,Denver Nuggets,"$3,457,149"
Steve Novak,Oklahoma City Thunder,"$3,445,947"
Matt Barnes,LA Clippers,"$3,396,250"
Mirza Teletovic,Brooklyn Nets,"$3,368,100"
Damian Lillard,Portland Trail Blazers,"$3,340,920"
Mike Scott,Atlanta Hawks,"$3,333,333"
Tyler Hansbrough,Toronto Raptors,"$3,326,235"
Andrei Kirilenko,Brooklyn Nets,"$3,326,235"
Mike Dunleavy,Chicago Bulls,"$3,326,235"
Nerlens Noel,Philadelphia 76ers,"$3,315,120"
Marcus Smart,Boston Celtics,"$3,283,320"
Alexey Shved,New York Knicks,"$3,282,056"
Bojan Bogdanovic,Brooklyn Nets,"$3,278,000"
Evan Turner,Boston Celtics,"$3,278,000"
Jason Smith,New York Knicks,"$3,278,000"
Kemba Walker,Charlotte Hornets,"$3,272,091"
Carlos Boozer,Los Angeles Lakers,"$3,251,000"
Carlos Delfino,LA Clippers,"$3,250,000"
Gary Neal,Minnesota Timberwolves,"$3,250,000"
Anthony Morrow,Oklahoma City Thunder,"$3,200,000"
Dorell Wright,Portland Trail Blazers,"$3,150,000"
Quincy Pondexter,New Orleans Pelicans,"$3,146,068"
Chris Copeland,Indiana Pacers,"$3,135,000"
Klay Thompson,Golden State Warriors,"$3,075,880"
Harrison Barnes,Golden State Warriors,"$3,049,920"
Alec Burks,Utah Jazz,"$3,034,356"
Ben McLemore,Sacramento Kings,"$3,026,280"
Joel Freeland,Portland Trail Blazers,"$3,013,512"
Kosta Koufos,Memphis Grizzlies,"$3,000,000"
Travis Outlaw,Philadelphia 76ers,"$3,000,000"
Randy Foye,Denver Nuggets,"$3,000,000"
Jerryd Bayless,Milwaukee Bucks,"$3,000,000"
D.J. Augustin,Oklahoma City Thunder,"$3,000,000"
Anthony Tolliver,Detroit Pistons,"$3,000,000"
Julius Randle,Los Angeles Lakers,"$2,997,360"
Markieff Morris,Phoenix Suns,"$2,989,239"
Furkan Aldemir,Philadelphia 76ers,"$2,963,232"
Marcus Morris Sr.,Phoenix Suns,"$2,943,221"
Will Bynum,Washington Wizards,"$2,915,908"
Kawhi Leonard,San Antonio Spurs,"$2,894,059"
Marco Belinelli,San Antonio Spurs,"$2,873,750"
Terrence Ross,Toronto Raptors,"$2,793,960"
Kentavious Caldwell-Pope,Detroit Pistons,"$2,772,480"
Nikola Vucevic,Orlando Magic,"$2,751,260"
Luke Ridnour,Orlando Magic,"$2,750,000"
Nik Stauskas,Sacramento Kings,"$2,745,840"
Brian Roberts,Charlotte Hornets,"$2,732,000"
Udonis Haslem,Miami Heat,"$2,732,000"
Jameer Nelson,Denver Nuggets,"$2,732,000"
Mike Miller,Cleveland Cavaliers,"$2,732,000"
Kirk Hinrich,Chicago Bulls,"$2,732,000"
Iman Shumpert,Cleveland Cavaliers,"$2,616,975"
Andre Drummond,Detroit Pistons,"$2,568,360"
Trey Burke,Utah Jazz,"$2,548,560"
Noah Vonleh,Charlotte Hornets,"$2,524,200"
James Johnson,Toronto Raptors,"$2,500,000"
DeMarre Carroll,Atlanta Hawks,"$2,442,455"
Austin Rivers,LA Clippers,"$2,439,840"
Shelvin Mack,Atlanta Hawks,"$2,433,333"
CJ McCollum,Portland Trail Blazers,"$2,421,000"
Tobias Harris,Orlando Magic,"$2,380,594"
Meyers Leonard,Portland Trail Blazers,"$2,317,920"
Michael Carter-Williams,Milwaukee Bucks,"$2,300,040"
Doug McDermott,Chicago Bulls,"$2,277,960"
Kenneth Faried,Denver Nuggets,"$2,249,768"
Nick Collison,Oklahoma City Thunder,"$2,242,003"
Brendan Haywood,Cleveland Cavaliers,"$2,213,668"
Reggie Jackson,Detroit Pistons,"$2,204,369"
Jeremy Lamb,Oklahoma City Thunder,"$2,202,000"
Steven Adams,Oklahoma City Thunder,"$2,184,960"
Vitor Faverani,Boston Celtics,"$2,090,000"
Aron Baynes,San Antonio Spurs,"$2,077,000"
Ramon Sessions,Washington Wizards,"$2,077,000"
Jordan Farmar,LA Clippers,"$2,077,000"
C.J. Watson,Indiana Pacers,"$2,077,000"
Danny Granger,Miami Heat,"$2,077,000"
Beno Udrih,Memphis Grizzlies,"$2,077,000"
Steve Blake,Portland Trail Blazers,"$2,077,000"
Josh Smith,Houston Rockets,"$2,077,000"
Kelly Olynyk,Boston Celtics,"$2,075,760"
Zach LaVine,Minnesota Timberwolves,"$2,055,840"
Cory Joseph,San Antonio Spurs,"$2,023,261"
Jimmy Butler,Chicago Bulls,"$2,008,748"
Kent Bazemore,Atlanta Hawks,"$2,000,000"
DeJuan Blair,Washington Wizards,"$2,000,000"
John Salmons,New Orleans Pelicans,"$2,000,000"
Elton Brand,Atlanta Hawks,"$2,000,000"
John Henson,Milwaukee Bucks,"$1,987,320"
Shabazz Muhammad,Minnesota Timberwolves,"$1,971,960"
T.J. Warren,Phoenix Suns,"$1,953,120"
Maurice Harkless,Orlando Magic,"$1,887,840"
Giannis Antetokounmpo,Milwaukee Bucks,"$1,873,200"
Adreian Payne,Minnesota Timberwolves,"$1,855,320"
Jeff Ayres,San Antonio Spurs,"$1,828,750"
Anthony Randolph,Madrid Real Madrid,"$1,825,359"
Jeremy Evans,Utah Jazz,"$1,794,871"
Joffrey Lauvergne,Denver Nuggets,"$1,790,281"
Reggie Evans,Sacramento Kings,"$1,768,653"
Lucas Nogueira,Toronto Raptors,"$1,762,680"
Jusuf Nurkic,Denver Nuggets,"$1,762,680"
Luigi Datome,Boston Celtics,"$1,750,000"
Zoran Dragic,Miami Heat,"$1,706,225"
Tyler Zeller,Boston Celtics,"$1,703,760"
Dennis Schroder,Atlanta Hawks,"$1,690,680"
James Young,Boston Celtics,"$1,674,480"
Pablo Prigioni,Houston Rockets,"$1,662,961"
Ryan Kelly,Los Angeles Lakers,"$1,650,000"
Shane Larkin,New York Knicks,"$1,606,080"
Tyler Ennis,Milwaukee Bucks,"$1,590,720"
Sergey Karasev,Brooklyn Nets,"$1,533,840"
Gary Harris,Denver Nuggets,"$1,519,200"
Ronny Turiaf,Minnesota Timberwolves,"$1,500,000"
Miroslav Raduljica,Minnesota Timberwolves,"$1,500,000"
Evan Fournier,Orlando Magic,"$1,483,920"
Tony Snell,Chicago Bulls,"$1,472,400"
Scotty Hopson,Oklahoma City Thunder,"$1,450,878"
Willie Green,Orlando Magic,"$1,448,490"
Lamar Odom,New York Knicks,"$1,448,490"
Mike James,Chicago Bulls,"$1,448,490"
Jared Sullinger,Boston Celtics,"$1,424,520"
Gorgui Dieng,Minnesota Timberwolves,"$1,413,480"
Mitch McGary,Oklahoma City Thunder,"$1,400,040"
Victor Claver,Portland Trail Blazers,"$1,370,000"
Mason Plumlee,Brooklyn Nets,"$1,357,080"
Jordan Adams,Memphis Grizzlies,"$1,344,120"
Melvin Ely,Washington Wizards,"$1,316,809"
John Jenkins,Atlanta Hawks,"$1,312,920"
Josh Powell,Milwaukee Bucks,"$1,310,286"
Ronnie Brewer,Chicago Bulls,"$1,310,286"
Solomon Hill,Indiana Pacers,"$1,302,840"
Rodney Hood,Utah Jazz,"$1,290,360"
Alan Anderson,Brooklyn Nets,"$1,276,061"
Tim Hardaway Jr.,New York Knicks,"$1,250,640"
Hasheem Thabeet,Detroit Pistons,"$1,250,000"
Pero Antic,Atlanta Hawks,"$1,250,000"
Shabazz Napier,Miami Heat,"$1,238,640"
Shawne Williams,Detroit Pistons,"$1,227,985"
Aaron Gray,Detroit Pistons,"$1,227,985"
Shavlik Randolph,Boston Celtics,"$1,227,985"
Tony Wroten,Philadelphia 76ers,"$1,210,080"
Reggie Bullock Jr.,Phoenix Suns,"$1,200,720"
Clint Capela,Houston Rockets,"$1,189,200"
Miles Plumlee,Milwaukee Bucks,"$1,169,880"
Andre Roberson,Oklahoma City Thunder,"$1,160,880"
P.J. Hairston,Charlotte Hornets,"$1,149,720"
Hilton Armstrong,Golden State Warriors,"$1,145,685"
Cartier Martin,Detroit Pistons,"$1,145,685"
Arnett Moultrie,New York Knicks,"$1,136,160"
Perry Jones,Oklahoma City Thunder,"$1,129,200"
Rudy Gobert,Utah Jazz,"$1,127,400"
Marquis Teague,Memphis Grizzlies,"$1,120,920"
Festus Ezeli,Golden State Warriors,"$1,112,880"
Archie Goodwin,Phoenix Suns,"$1,112,280"
CJ Wilcox,LA Clippers,"$1,109,760"
Nemanja Nedovic,Golden State Warriors,"$1,104,240"
Damjan Rudez,Indiana Pacers,"$1,100,000"
Kyle Anderson,San Antonio Spurs,"$1,093,680"
Kyle Singler,Oklahoma City Thunder,"$1,090,000"
Xavier Henry,Los Angeles Lakers,"$1,082,000"
Robert Covington,Philadelphia 76ers,"$1,000,000"
Garrett Temple,Washington Wizards,"$981,084"
Luke Babbitt,New Orleans Pelicans,"$981,084"
Ed Davis,Los Angeles Lakers,"$981,084"
Alexis Ajinca,New Orleans Pelicans,"$981,084"
Al-Farouq Aminu,Dallas Mavericks,"$981,084"
Jon Leuer,Memphis Grizzlies,"$967,500"
Josh Harrellson,Washington Wizards,"$948,163"
E'Twaun Moore,Chicago Bulls,"$948,163"
Greg Smith,Dallas Mavericks,"$948,163"
Jeremy Tyler,Houston Rockets,"$948,163"
Donald Sloan,Indiana Pacers,"$948,163"
Joey Dorsey,Houston Rockets,"$948,163"
Jeffery Taylor,Charlotte Hornets,"$915,243"
Jason Maxiell,Charlotte Hornets,"$915,243"
Jannero Pargo,Charlotte Hornets,"$915,243"
Omri Casspi,Sacramento Kings,"$915,243"
Ryan Hollins,Sacramento Kings,"$915,243"
Will Barton,Denver Nuggets,"$915,243"
Lavoy Allen,Indiana Pacers,"$915,243"
Wesley Johnson,Los Angeles Lakers,"$915,243"
Drew Gooden,Washington Wizards,"$915,243"
Henry Sims,Philadelphia 76ers,"$915,243"
Ekpe Udoh,LA Clippers,"$915,243"
Darius Miller,New Orleans Pelicans,"$915,243"
Chris Wright,Oklahoma City Thunder,"$915,243"
Sebastian Telfair,Oklahoma City Thunder,"$915,243"
Nazr Mohammed,Chicago Bulls,"$915,243"
Matt Bonner,San Antonio Spurs,"$915,243"
Diante Garrett,Portland Trail Blazers,"$915,243"
Greg Stiemsma,Toronto Raptors,"$915,243"
Quincy Acy,New York Knicks,"$915,243"
Jimmer Fredette,New Orleans Pelicans,"$915,243"
Ronnie Price,Los Angeles Lakers,"$915,243"
Leandro Barbosa,Golden State Warriors,"$915,243"
Kyle O'Quinn,Orlando Magic,"$915,243"
Jarvis Varnado,Philadelphia 76ers,"$915,243"
Kyrylo Fesenko,Minnesota Timberwolves,"$915,243"
Aaron Brooks,Chicago Bulls,"$915,243"
Rasual Butler,Washington Wizards,"$915,243"
Khris Middleton,Milwaukee Bucks,"$915,243"
Kendall Marshall,Milwaukee Bucks,"$915,243"
Jae Crowder,Boston Celtics,"$915,243"
Patrick Beverley,Houston Rockets,"$915,243"
Shannon Brown,Miami Heat,"$915,243"
Wayne Ellington,Los Angeles Lakers,"$915,243"
Glen Davis,LA Clippers,"$915,243"
Hedo Turkoglu,LA Clippers,"$915,243"
Rodney Stuckey,Indiana Pacers,"$915,243"
Francisco Garcia,Houston Rockets,"$915,243"
Draymond Green,Golden State Warriors,"$915,243"
Jared Cunningham,LA Clippers,"$915,243"
Alonzo Gee,Portland Trail Blazers,"$915,243"
Richard Jefferson,Dallas Mavericks,"$915,243"
Doron Lamb,Dallas Mavericks,"$915,243"
Ivan Johnson,Dallas Mavericks,"$915,243"
Charlie Villanueva,Dallas Mavericks,"$915,243"
Rashard Lewis,Dallas Mavericks,"$915,243"
James Jones,Cleveland Cavaliers,"$915,243"
Shawn Marion,Cleveland Cavaliers,"$915,243"
Robert Sacre,Los Angeles Lakers,"$915,243"
Chris Douglas-Roberts,LA Clippers,"$915,243"
Cole Aldrich,New York Knicks,"$915,243"
J.J. Barea,Dallas Mavericks,"$909,859"
Jerami Grant,Philadelphia 76ers,"$884,879"
Devyn Marble,Orlando Magic,"$884,879"
Joe Harris,Cleveland Cavaliers,"$884,879"
Robbie Hummel,Minnesota Timberwolves,"$880,000"
Allen Crabbe,Portland Trail Blazers,"$862,000"
Ish Smith,Philadelphia 76ers,"$861,405"
Damien Inglis,New York Knicks,"$820,000"
Isaiah Canaan,Philadelphia 76ers,"$816,842"
Ray McCallum,Sacramento Kings,"$816,482"
Nick Calathes,Memphis Grizzlies,"$816,482"
Justin Hamilton,Minnesota Timberwolves,"$816,482"
Carrick Felix,Washington Wizards,"$816,482"
Glen Rice Jr.,Washington Wizards,"$816,482"
Casper Ware,Melbourne Melbourne United,"$816,482"
Nate Wolters,New Orleans Pelicans,"$816,482"
Mike Muscala,Atlanta Hawks,"$816,482"
Matthew Dellavedova,Cleveland Cavaliers,"$816,482"
Hollis Thompson,Philadelphia 76ers,"$816,482"
Grant Jerrett,Utah Jazz,"$816,482"
James Southerland,Portland Trail Blazers,"$816,482"
Dewayne Dedmon,Orlando Magic,"$816,482"
Peyton Siva,Orlando Magic,"$816,482"
Brandon Davies,Brooklyn Nets,"$816,482"
Tony Mitchell,Maccabi Haifa Maccabi Haifa,"$816,482"
Phil Pressey,Boston Celtics,"$816,482"
Chris Babb,Golden State Warriors,"$816,482"
Ognjen Kuzmic,Golden State Warriors,"$816,482"
Dwight Buycks,Los Angeles Lakers,"$816,482"
Jamaal Franklin,Denver Nuggets,"$816,482"
Troy Daniels,Charlotte Hornets,"$816,482"
Justin Holiday,Golden State Warriors,"$816,482"
Jeff Withey,New Orleans Pelicans,"$816,482"
Dionte Christmas,Philadelphia 76ers,"$816,482"
Ian Clark,Denver Nuggets,"$816,482"
Jerome Jordan,Brooklyn Nets,"$816,482"
Erik Jay Murphy,Boston Celtics,"$816,482"
Hassan Whiteside,Miami Heat,"$769,881"
Jarnell Stokes,Memphis Grizzlies,"$725,000"
Dante Cunningham,New Orleans Pelicans,"$716,043"
Malcolm Lee,Philadelphia 76ers,"$710,659"
Darius Morris,Brooklyn Nets,"$702,756"
Spencer Dinwiddie,Detroit Pistons,"$700,000"
Malcolm Thomas,Philadelphia 76ers,"$635,827"
Gal Mekel,New Orleans Pelicans,"$633,974"
Johnny O'Bryant III,Milwaukee Bucks,"$600,000"
Russ Smith,Memphis Grizzlies,"$507,336"
Brady Heslip,Toronto Raptors,"$507,336"
Jordan Clarkson,Los Angeles Lakers,"$507,336"
Erick Green,Denver Nuggets,"$507,336"
KJ McDaniels,Houston Rockets,"$507,336"
Eric Moreland,Sacramento Kings,"$507,336"
Markel Brown,Brooklyn Nets,"$507,336"
Nick Johnson,Houston Rockets,"$507,336"
Khem Birch,San Antonio Spurs,"$507,336"
Sim Bhullar,Sacramento Kings,"$507,336"
Cory Jefferson,Brooklyn Nets,"$507,336"
Joe Ingles,Utah Jazz,"$507,336"
Keith Appling,Orlando Magic,"$507,336"
Cleanthony Early,New York Knicks,"$507,336"
Alex Kirk,Cleveland Cavaliers,"$507,336"
Glenn Robinson III,Philadelphia 76ers,"$507,336"
Travis Wear,New York Knicks,"$507,336"
JaKarr Sampson,Philadelphia 76ers,"$507,336"
Shayne Whittington,Indiana Pacers,"$507,336"
Cameron Bairstow,Chicago Bulls,"$507,336"
James Ennis III,Miami Heat,"$507,336"
Tarik Black,Los Angeles Lakers,"$507,336"
Pierre Jackson,Dallas Mavericks,"$507,336"
Dwight Powell,Dallas Mavericks,"$507,336"
Patric Young,New Orleans Pelicans,"$507,336"
Will Cherry,Cleveland Cavaliers,"$495,399"
Kalin Lucas,Memphis Grizzlies,"$486,446"
Drew Gordon,Philadelphia 76ers,"$468,540"
Kenyon Martin,Milwaukee Bucks,"$414,551"
Lou Amundson,New York Knicks,"$409,167"
Lance Thomas,New York Knicks,"$403,784"
Dahntay Jones,LA Clippers,"$387,632"
Patrick Christopher,Utah Jazz,"$379,010"
Ronald Roberts Jr.,Toronto Raptors,"$373,041"
Reggie Williams,San Antonio Spurs,"$344,036"
Amar'e Stoudemire,Dallas Mavericks,"$306,876"
Kendrick Perkins,Cleveland Cavaliers,"$274,573"
John Lucas III,Detroit Pistons,"$269,189"
Elijah Millsap,Utah Jazz,"$241,731"
Bernard James,Dallas Mavericks,"$236,886"
Langston Galloway,New York Knicks,"$235,762"
Tyler Johnson,Miami Heat,"$199,950"
Henry Walker,Miami Heat,"$196,217"
Michael Beasley,Miami Heat,"$195,440"
Earl Barron,Phoenix Suns,"$183,049"
James Michael McAdoo,Golden State Warriors,"$167,122"
Jordan Hamilton,LA Clippers,"$150,591"
JaMychal Green,Memphis Grizzlies,"$134,295"
Toney Douglas,New Orleans Pelicans,"$107,676"
Chris Johnson,Milwaukee Bucks,"$107,676"
Elliot Williams,New Orleans Pelicans,"$107,676"
Nate Robinson,LA Clippers,"$107,676"
Toure' Murry,Washington Wizards,"$96,056"
Jorge Gutierrez,Milwaukee Bucks,"$96,056"
Bryce Cotton,Utah Jazz,"$92,514"
Jack Cooley,Utah Jazz,"$59,686"
Jabari Brown,Los Angeles Lakers,"$59,686"
Tim Frazier,Portland Trail Blazers,"$59,686"
Tyrus Thomas,Memphis Grizzlies,"$53,838"
A.J. Price,Phoenix Suns,"$53,838"
Austin Daye,Atlanta Hawks,"$53,838"
Seth Curry,Phoenix Suns,"$48,028"
Ricky Ledo,New York Knicks,"$48,028"
Andre Dawkins,Miami Heat,"$29,843"
David Stockton,Sacramento Kings,"$29,483"
