Name,Team,Salary
Jeff Teague,Indiana Pacers,"$8,800,000"
Tiago Splitter,Philadelphia 76ers,"$8,550,000"
Ersan Ilyasova,Atlanta Hawks,"$8,400,000"
Dwight Powell,Dallas Mavericks,"$8,375,000"
Avery Bradley,Boston Celtics,"$8,269,663"
E'Twaun Moore,New Orleans Pelicans,"$8,081,363"
Darrell Arthur,Denver Nuggets,"$8,070,175"
Kosta Koufos,Sacramento Kings,"$8,046,500"
Garrett Temple,Sacramento Kings,"$8,000,000"
Kevin Garnett,Minnesota Timberwolves,"$8,000,000"
Yi Jianlian,Los Angeles Lakers,"$8,000,000"
George Hill,Utah Jazz,"$8,000,000"
Anthony Tolliver,Sacramento Kings,"$8,000,000"
Tyler Zeller,Boston Celtics,"$8,000,000"
Trevor Ariza,Houston Rockets,"$7,806,971"
Channing Frye,Cleveland Cavaliers,"$7,806,971"
Al-Farouq Aminu,Portland Trail Blazers,"$7,680,965"
Cole Aldrich,Minnesota Timberwolves,"$7,643,979"
Corey Brewer,Los Angeles Lakers,"$7,612,172"
Festus Ezeli,Portland Trail Blazers,"$7,400,000"
Markieff Morris,Washington Wizards,"$7,400,000"
JJ Redick,LA Clippers,"$7,377,500"
Cory Joseph,Toronto Raptors,"$7,315,000"
D.J. Augustin,Orlando Magic,"$7,250,000"
Boris Diaw,Utah Jazz,"$7,000,000"
Rodney Stuckey,Indiana Pacers,"$7,000,000"
Boban Marjanovic,Detroit Pistons,"$7,000,000"
Lou Williams,Houston Rockets,"$7,000,000"
Ed Davis,Portland Trail Blazers,"$6,666,667"
Isaiah Thomas,Boston Celtics,"$6,587,132"
Victor Oladipo,Oklahoma City Thunder,"$6,552,961"
Jodie Meeks,Orlando Magic,"$6,540,000"
Jeremy Lamb,Charlotte Hornets,"$6,511,628"
Aron Baynes,Detroit Pistons,"$6,500,000"
Carl Landry,Philadelphia 76ers,"$6,500,000"
Tim Duncan,San Antonio Spurs,"$6,393,750"
Spencer Hawes,Milwaukee Bucks,"$6,348,759"
Marco Belinelli,Charlotte Hornets,"$6,333,333"
Jae Crowder,Boston Celtics,"$6,286,408"
Lance Thomas,New York Knicks,"$6,191,000"
Tarik Black,Los Angeles Lakers,"$6,191,000"
Patrick Patterson,Toronto Raptors,"$6,050,000"
Andrew Wiggins,Minnesota Timberwolves,"$6,006,600"
Ish Smith,Detroit Pistons,"$6,000,000"
Ramon Sessions,Charlotte Hornets,"$6,000,000"
Patrick Beverley,Houston Rockets,"$6,000,000"
Wayne Ellington,Miami Heat,"$6,000,000"
Alex Abrines,Oklahoma City Thunder,"$5,994,764"
Karl-Anthony Towns,Minnesota Timberwolves,"$5,960,160"
Ben Simmons,Brooklyn Nets,"$5,903,160"
Otto Porter Jr.,Washington Wizards,"$5,893,981"
Nikola Mirotic,Chicago Bulls,"$5,782,450"
Shaun Livingston,Golden State Warriors,"$5,782,450"
Josh McRoberts,Miami Heat,"$5,782,450"
Brandan Wright,Memphis Grizzlies,"$5,709,880"
Wesley Johnson,LA Clippers,"$5,628,000"
Tyler Johnson,Miami Heat,"$5,628,000"
Jared Sullinger,Toronto Raptors,"$5,628,000"
Tony Allen,Memphis Grizzlies,"$5,505,618"
Luis Scola,Brooklyn Nets,"$5,500,000"
Nick Young,Los Angeles Lakers,"$5,443,918"
Jabari Parker,Milwaukee Bucks,"$5,374,320"
D'Angelo Russell,Los Angeles Lakers,"$5,332,800"
Cody Zeller,Charlotte Hornets,"$5,318,313"
P.J. Tucker,Toronto Raptors,"$5,300,000"
Brandon Ingram,Los Angeles Lakers,"$5,281,680"
Kyle Korver,Cleveland Cavaliers,"$5,239,437"
Darren Collison,Sacramento Kings,"$5,229,454"
Langston Galloway,Sacramento Kings,"$5,200,000"
C.J. Watson,Orlando Magic,"$5,000,000"
Brandon Jennings,Washington Wizards,"$5,000,000"
Jonas Jerebko,Boston Celtics,"$5,000,000"
Roy Hibbert,Denver Nuggets,"$5,000,000"
Jason Smith,Washington Wizards,"$5,000,000"
Kyle Singler,Oklahoma City Thunder,"$4,837,500"
Mike Dunleavy,Atlanta Hawks,"$4,837,500"
Joel Embiid,Philadelphia 76ers,"$4,826,160"
Alex Len,Phoenix Suns,"$4,823,621"
Jahlil Okafor,Philadelphia 76ers,"$4,788,840"
Jaylen Brown,Boston Celtics,"$4,743,000"
Alexis Ajinca,New Orleans Pelicans,"$4,638,203"
Marcus Morris Sr.,Detroit Pistons,"$4,625,000"
CJ Miles,Indiana Pacers,"$4,583,450"
Jameer Nelson,Denver Nuggets,"$4,540,525"
Nerlens Noel,Dallas Mavericks,"$4,384,490"
Aaron Gordon,Orlando Magic,"$4,351,320"
Greivis Vasquez,Brooklyn Nets,"$4,347,826"
Kristaps Porzingis,New York Knicks,"$4,317,720"
Dragan Bender,Phoenix Suns,"$4,276,320"
Vince Carter,Memphis Grizzlies,"$4,264,057"
Devin Harris,Dallas Mavericks,"$4,227,996"
J.J. Barea,Dallas Mavericks,"$4,096,950"
Ben McLemore,Sacramento Kings,"$4,008,882"
Lavoy Allen,Indiana Pacers,"$4,000,000"
Leandro Barbosa,Phoenix Suns,"$4,000,000"
Kris Humphries,Atlanta Hawks,"$4,000,000"
Jordan Hill,Minnesota Timberwolves,"$4,000,000"
Udonis Haslem,Miami Heat,"$4,000,000"
Lance Stephenson,Indiana Pacers,"$4,000,000"
James Johnson,Miami Heat,"$4,000,000"
Dante Exum,Utah Jazz,"$3,940,320"
Kyle O'Quinn,New York Knicks,"$3,918,750"
Kris Dunn,Minnesota Timberwolves,"$3,872,520"
Thabo Sefolosha,Atlanta Hawks,"$3,850,000"
Nemanja Bjelica,Minnesota Timberwolves,"$3,800,000"
Nick Collison,Oklahoma City Thunder,"$3,750,000"
Bojan Bogdanovic,Washington Wizards,"$3,730,653"
Kentavious Caldwell-Pope,Detroit Pistons,"$3,678,319"
Quincy Pondexter,San Antonio Spurs,"$3,617,978"
Patty Mills,San Antonio Spurs,"$3,578,948"
Marcus Smart,Boston Celtics,"$3,578,880"
Willie Cauley-Stein,Sacramento Kings,"$3,551,160"
Drew Gooden,Washington Wizards,"$3,547,000"
Will Barton,Denver Nuggets,"$3,533,333"
Paul Pierce,LA Clippers,"$3,527,920"
Buddy Hield,Sacramento Kings,"$3,517,200"
Mike Miller,Denver Nuggets,"$3,500,000"
Anthony Morrow,Chicago Bulls,"$3,488,000"
Trey Burke,Washington Wizards,"$3,386,598"
Mike Scott,Atlanta Hawks,"$3,333,334"
KJ McDaniels,Brooklyn Nets,"$3,333,333"
Troy Daniels,Memphis Grizzlies,"$3,332,940"
Julius Randle,Los Angeles Lakers,"$3,267,120"
Emmanuel Mudiay,Denver Nuggets,"$3,241,800"
CJ McCollum,Portland Trail Blazers,"$3,219,579"
Jamal Murray,Denver Nuggets,"$3,210,840"
Michael Carter-Williams,Chicago Bulls,"$3,183,526"
Steven Adams,Oklahoma City Thunder,"$3,140,517"
Kelly Olynyk,Boston Celtics,"$3,094,014"
Shabazz Muhammad,Minnesota Timberwolves,"$3,046,299"
Justin Hamilton,Brooklyn Nets,"$3,000,000"
Tibor Pleiss,Philadelphia 76ers,"$3,000,000"
Giannis Antetokounmpo,Milwaukee Bucks,"$2,995,421"
Nik Stauskas,Philadelphia 76ers,"$2,993,040"
Dante Cunningham,New Orleans Pelicans,"$2,978,250"
Stanley Johnson,Detroit Pistons,"$2,969,880"
Marquese Chriss,Phoenix Suns,"$2,941,440"
Seth Curry,Dallas Mavericks,"$2,898,000"
Dewayne Dedmon,San Antonio Spurs,"$2,898,000"
Mindaugas Kuzminskas,New York Knicks,"$2,898,000"
Dion Waiters,Miami Heat,"$2,898,000"
Zaza Pachulia,Golden State Warriors,"$2,898,000"
James Ennis III,Memphis Grizzlies,"$2,898,000"
Nene Hilario,Houston Rockets,"$2,898,000"
Tomas Satoransky,Washington Wizards,"$2,870,813"
Noah Vonleh,Portland Trail Blazers,"$2,751,360"
Frank Kaminsky,Charlotte Hornets,"$2,730,000"
Dennis Schroder,Atlanta Hawks,"$2,708,582"
Jakob Poeltl,Toronto Raptors,"$2,703,960"
Aaron Brooks,Indiana Pacers,"$2,700,000"
Justise Winslow,Miami Heat,"$2,593,440"
Thon Maker,Milwaukee Bucks,"$2,568,600"
Randy Foye,Brooklyn Nets,"$2,500,000"
Richard Jefferson,Cleveland Cavaliers,"$2,500,000"
Malcolm Delaney,Atlanta Hawks,"$2,500,000"
Doug McDermott,Oklahoma City Thunder,"$2,483,040"
Myles Turner,Indiana Pacers,"$2,463,840"
Domantas Sabonis,Oklahoma City Thunder,"$2,440,200"
Shelvin Mack,Utah Jazz,"$2,433,334"
Tony Snell,Milwaukee Bucks,"$2,368,327"
Gorgui Dieng,Minnesota Timberwolves,"$2,348,783"
Trey Lyles,Utah Jazz,"$2,340,600"
Mason Plumlee,Denver Nuggets,"$2,328,530"
Taurean Prince,Atlanta Hawks,"$2,318,280"
Dario Saric,Philadelphia 76ers,"$2,318,280"
Tim Hardaway Jr.,Atlanta Hawks,"$2,281,605"
Reggie Bullock Jr.,Detroit Pistons,"$2,255,644"
Zach LaVine,Minnesota Timberwolves,"$2,240,880"
Devin Booker,Phoenix Suns,"$2,223,600"
Luc Mbah a Moute,LA Clippers,"$2,203,000"
Giorgios Papagiannis,Sacramento Kings,"$2,202,240"
Mo Williams,Denver Nuggets,"$2,194,500"
Andre Roberson,Oklahoma City Thunder,"$2,183,072"
Joe Ingles,Utah Jazz,"$2,150,000"
T.J. Warren,Phoenix Suns,"$2,128,920"
Rudy Gobert,Utah Jazz,"$2,121,288"
Cameron Payne,Chicago Bulls,"$2,112,480"
Denzel Valentine,Chicago Bulls,"$2,092,200"
Tim Frazier,New Orleans Pelicans,"$2,090,000"
Kendall Marshall,Milwaukee Bucks,"$2,048,257"
Adreian Payne,Minnesota Timberwolves,"$2,022,240"
Kelly Oubre Jr.,Washington Wizards,"$2,006,640"
Juancho Hernangomez,Denver Nuggets,"$1,987,440"
Lucas Nogueira,Toronto Raptors,"$1,921,320"
Jusuf Nurkic,Portland Trail Blazers,"$1,921,320"
Terry Rozier,Boston Celtics,"$1,906,440"
James Young,Boston Celtics,"$1,825,200"
Rashad Vaughn,Milwaukee Bucks,"$1,811,040"
Kevin Seraphin,Indiana Pacers,"$1,800,000"
Wade Baldwin IV,Memphis Grizzlies,"$1,793,760"
Quincy Acy,Brooklyn Nets,"$1,790,092"
Tyler Ennis,Los Angeles Lakers,"$1,733,880"
Sam Dekker,Houston Rockets,"$1,720,560"
Joffrey Lauvergne,Chicago Bulls,"$1,709,719"
Henry Ellenson,Detroit Pistons,"$1,704,120"
Gary Harris,Denver Nuggets,"$1,655,880"
Jerian Grant,Chicago Bulls,"$1,643,040"
Malik Beasley,Denver Nuggets,"$1,627,320"
Delon Wright,Toronto Raptors,"$1,577,280"
Caris LeVert,Brooklyn Nets,"$1,562,280"
David Lee,San Antonio Spurs,"$1,551,659"
Caron Butler,Sacramento Kings,"$1,551,659"
Mitch McGary,Oklahoma City Thunder,"$1,526,040"
Justin Anderson,Philadelphia 76ers,"$1,514,160"
Marcelinho Huertas,Los Angeles Lakers,"$1,500,000"
DeAndre' Bembry,Atlanta Hawks,"$1,499,760"
Jordan Adams,Memphis Grizzlies,"$1,465,080"
Bobby Portis,Chicago Bulls,"$1,453,680"
Demetrius Jackson,Boston Celtics,"$1,450,000"
Malachi Richardson,Sacramento Kings,"$1,439,800"
Rodney Hood,Utah Jazz,"$1,406,520"
JaVale McGee,Golden State Warriors,"$1,403,611"
Marreese Speights,LA Clippers,"$1,403,611"
Michael Beasley,Milwaukee Bucks,"$1,403,611"
Rondae Hollis Jefferson,Brooklyn Nets,"$1,395,600"
Deyonta Davis,Memphis Grizzlies,"$1,369,299"
Nikola Jokic,Denver Nuggets,"$1,358,500"
Shabazz Napier,Portland Trail Blazers,"$1,350,120"
Guillermo Hernangomez,New York Knicks,"$1,350,000"
Willy Hernangomez,New York Knicks,"$1,350,000"
Tyus Jones,Minnesota Timberwolves,"$1,339,680"
Sasha Kaun,Philadelphia 76ers,"$1,333,240"
Timothe Luwawu-Cabarrot,Philadelphia 76ers,"$1,326,960"
Clint Capela,Houston Rockets,"$1,296,240"
Jarell Martin,Memphis Grizzlies,"$1,286,160"
Brice Johnson,LA Clippers,"$1,273,920"
Luke Babbitt,Miami Heat,"$1,227,286"
Jeremy Evans,Atlanta Hawks,"$1,227,286"
Jordan Mickey,Boston Celtics,"$1,223,653"
CJ Wilcox,Orlando Magic,"$1,209,600"
Larry Nance Jr.,Los Angeles Lakers,"$1,207,680"
Pascal Siakam,Toronto Raptors,"$1,196,040"
Kyle Anderson,San Antonio Spurs,"$1,192,080"
Josh Huestis,Oklahoma City Thunder,"$1,191,480"
Chris McCullough,Washington Wizards,"$1,191,480"
Livio Jean-Charles,San Antonio Spurs,"$1,188,840"
Skal Labissiere,Sacramento Kings,"$1,188,840"
Kevon Looney,Golden State Warriors,"$1,182,840"
Dejounte Murray,San Antonio Spurs,"$1,180,080"
Damian Jones,Golden State Warriors,"$1,171,560"
Isaiah Whitehead,Brooklyn Nets,"$1,074,145"
Rakeem Christmas,Indiana Pacers,"$1,052,342"
Joe Young,Indiana Pacers,"$1,052,342"
Tony Wroten,Memphis Grizzlies,"$1,050,961"
John Jenkins,Phoenix Suns,"$1,050,961"
Chris Johnson,Houston Rockets,"$1,050,961"
Glenn Robinson III,Indiana Pacers,"$1,050,500"
Montrezl Harrell,Houston Rockets,"$1,045,000"
Ivica Zubac,Los Angeles Lakers,"$1,034,956"
Richaun Holmes,Philadelphia 76ers,"$1,025,831"
Mike Muscala,Atlanta Hawks,"$1,015,696"
Robert Covington,Philadelphia 76ers,"$1,015,696"
Isaiah Canaan,Chicago Bulls,"$1,015,696"
DeAndre Liggins,Dallas Mavericks,"$1,015,696"
Anthony Bennett,Brooklyn Nets,"$1,015,696"
Andrew Goudelock,Houston Rockets,"$1,015,696"
Justin Holiday,New York Knicks,"$1,015,696"
Jeff Withey,Utah Jazz,"$1,015,696"
Willie Reed,Miami Heat,"$1,015,696"
Brian Roberts,Charlotte Hornets,"$980,431"
Jarnell Stokes,Denver Nuggets,"$980,431"
Ty Lawson,Sacramento Kings,"$980,431"
Nate Wolters,Utah Jazz,"$980,431"
Henry Sims,Utah Jazz,"$980,431"
Eric Moreland,Oklahoma City Thunder,"$980,431"
Markel Brown,Oklahoma City Thunder,"$980,431"
Chris Wright,Oklahoma City Thunder,"$980,431"
Raymond Felton,LA Clippers,"$980,431"
Jordan Farmar,Sacramento Kings,"$980,431"
Jerami Grant,Oklahoma City Thunder,"$980,431"
Greg Stiemsma,Portland Trail Blazers,"$980,431"
James Michael McAdoo,Golden State Warriors,"$980,431"
Cory Jefferson,Philadelphia 76ers,"$980,431"
Elton Brand,Philadelphia 76ers,"$980,431"
Damjan Rudez,Orlando Magic,"$980,431"
Arinze Onuaku,Orlando Magic,"$980,431"
Lou Amundson,New York Knicks,"$980,431"
Sasha Vujacic,New York Knicks,"$980,431"
Marcus Thornton,Washington Wizards,"$980,431"
Toure' Murry,Minnesota Timberwolves,"$980,431"
John Lucas III,Minnesota Timberwolves,"$980,431"
Rasual Butler,Minnesota Timberwolves,"$980,431"
Orlando Johnson,Milwaukee Bucks,"$980,431"
Xavier Henry,Milwaukee Bucks,"$980,431"
Steve Novak,Milwaukee Bucks,"$980,431"
Jason Terry,Milwaukee Bucks,"$980,431"
Metta World Peace,Los Angeles Lakers,"$980,431"
Alan Anderson,LA Clippers,"$980,431"
Brandon Bass,LA Clippers,"$980,431"
Dorell Wright,LA Clippers,"$980,431"
JaKarr Sampson,Indiana Pacers,"$980,431"
Shayne Whittington,Indiana Pacers,"$980,431"
Pablo Prigioni,Houston Rockets,"$980,431"
Gerald Green,Boston Celtics,"$980,431"
Phil Pressey,Golden State Warriors,"$980,431"
Devyn Marble,Golden State Warriors,"$980,431"
JaMychal Green,Memphis Grizzlies,"$980,431"
Elliot Williams,Golden State Warriors,"$980,431"
David West,Golden State Warriors,"$980,431"
Joe Harris,Brooklyn Nets,"$980,431"
Cameron Bairstow,Detroit Pistons,"$980,431"
Beno Udrih,Detroit Pistons,"$980,431"
Jorge Gutierrez,Denver Nuggets,"$980,431"
Robbie Hummel,Denver Nuggets,"$980,431"
Anderson Varejao,Golden State Warriors,"$980,431"
James Jones,Cleveland Cavaliers,"$980,431"
Chris Andersen,Cleveland Cavaliers,"$980,431"
Sean Kilpatrick,Brooklyn Nets,"$980,431"
Ian Clark,Golden State Warriors,"$980,431"
Robert Sacre,New Orleans Pelicans,"$980,431"
Thomas Robinson,Los Angeles Lakers,"$980,431"
Will Bynum,Atlanta Hawks,"$980,431"
Stephen Zimmerman,Orlando Magic,"$950,000"
Andrew Harrison,Memphis Grizzlies,"$945,000"
Raul Neto,Utah Jazz,"$937,800"
Malcolm Brogdon,Milwaukee Bucks,"$925,000"
Tyler Ulis,Phoenix Suns,"$918,369"
Reggie Williams,New Orleans Pelicans,"$895,197"
DJ Stephens,Memphis Grizzlies,"$874,636"
D.J. Kennedy,Memphis Grizzlies,"$874,636"
Jonathon Simmons,San Antonio Spurs,"$874,636"
Casper Ware,Melbourne Melbourne United,"$874,636"
Nick Johnson,San Antonio Spurs,"$874,636"
Darrun Hilliard,Detroit Pistons,"$874,636"
Duje Dukan,Sacramento Kings,"$874,636"
Grant Jerrett,Portland Trail Blazers,"$874,636"
Branden Dawson,Orlando Magic,"$874,636"
Kevin Murphy,Orlando Magic,"$874,636"
Alan Williams,Phoenix Suns,"$874,636"
Xavier Munford,Milwaukee Bucks,"$874,636"
Pat Connaughton,Portland Trail Blazers,"$874,636"
J.J. O'Brien,Milwaukee Bucks,"$874,636"
Josh Richardson,Miami Heat,"$874,636"
Keith Benson,Miami Heat,"$874,636"
Christian Wood,Charlotte Hornets,"$874,636"
Travis Wear,Los Angeles Lakers,"$874,636"
Norman Powell,Toronto Raptors,"$874,636"
T.J. McConnell,Philadelphia 76ers,"$874,636"
Luis Montero,Detroit Pistons,"$874,636"
Jordan McRae,Cleveland Cavaliers,"$874,636"
Aaron Harrison,Charlotte Hornets,"$874,636"
Salah Mejri,Dallas Mavericks,"$874,636"
John Holland,Cleveland Cavaliers,"$874,636"
Cristiano Felicio,Chicago Bulls,"$874,636"
Cliff Alexander,New Orleans Pelicans,"$874,636"
RJ Hunter,Chicago Bulls,"$864,346"
Paul Zipser,Chicago Bulls,"$750,000"
Spencer Dinwiddie,Brooklyn Nets,"$726,672"
Bobby Brown,Houston Rockets,"$680,534"
AJ Hammons,Dallas Mavericks,"$650,000"
Michael Gbinije,Detroit Pistons,"$650,000"
Georges Niang,Indiana Pacers,"$650,000"
Joel Bolomboy,Utah Jazz,"$600,000"
Jake Layman,Portland Trail Blazers,"$600,000"
Marcus Paige,Charlotte Hornets,"$543,471"
Rasheed Sulaimon,Charlotte Hornets,"$543,471"
Andrew Andrews,Charlotte Hornets,"$543,471"
Davis Bertans,San Antonio Spurs,"$543,471"
Vince Hunter,Memphis Grizzlies,"$543,471"
Shaquille Harrison,Memphis Grizzlies,"$543,471"
Patrick McCaw,Golden State Warriors,"$543,471"
Kay Felder,Cleveland Cavaliers,"$543,471"
Yanick Moreira,Toronto Raptors,"$543,471"
Kyle Wiltjer,Houston Rockets,"$543,471"
Brady Heslip,Toronto Raptors,"$543,471"
E.J. Singler,Toronto Raptors,"$543,471"
Drew Crawford,Toronto Raptors,"$543,471"
Daniel Ochefu,Washington Wizards,"$543,471"
Ron Baker,New York Knicks,"$543,471"
Jalen Jones,Washington Wizards,"$543,471"
Isaiah Cousins,Utah Jazz,"$543,471"
Kyle Collinsworth,Utah Jazz,"$543,471"
Kaleb Tarczewski,Oklahoma City Thunder,"$543,471"
Semaj Christon,Oklahoma City Thunder,"$543,471"
Richard Solomon,Oklahoma City Thunder,"$543,471"
Matt Costello,San Antonio Spurs,"$543,471"
Nicolas Laprovittola,San Antonio Spurs,"$543,471"
Brandon Paul,San Antonio Spurs,"$543,471"
Ryan Richards,San Antonio Spurs,"$543,471"
Chinanu Onuaku,Houston Rockets,"$543,471"
Gracin Bakumanya,Phoenix Suns,"$543,471"
Derek Cooke Jr.,Phoenix Suns,"$543,471"
Maurice Ndour,New York Knicks,"$543,471"
J.P. Tokoto,New York Knicks,"$543,471"
James Webb III,Brooklyn Nets,"$543,471"
Egidijus Mockevicius,Brooklyn Nets,"$543,471"
Beau Beech,Brooklyn Nets,"$543,471"
Dorian Finney-Smith,Dallas Mavericks,"$543,471"
C.J. Williams,Brooklyn Nets,"$543,471"
Bryn Forbes,San Antonio Spurs,"$543,471"
Treveon Graham,Charlotte Hornets,"$543,471"
Marshall Plumlee,New York Knicks,"$543,471"
Cheick Diallo,New Orleans Pelicans,"$543,471"
Stefan Jankovic,Miami Heat,"$543,471"
Julian Jacobs,Los Angeles Lakers,"$543,471"
Zach Auguste,Los Angeles Lakers,"$543,471"
Nick Zeisloft,Golden State Warriors,"$543,471"
Tim Quarterman,Portland Trail Blazers,"$543,471"
Fred VanVleet,Toronto Raptors,"$543,471"
Elgin Cook,Golden State Warriors,"$543,471"
Rodney McGruder,Miami Heat,"$543,471"
Scott Wood,Golden State Warriors,"$543,471"
Cameron Jones,Golden State Warriors,"$543,471"
Nikola Jovanovic,Detroit Pistons,"$543,471"
Danuel House Jr.,Washington Wizards,"$543,471"
Ryan Arcidiacono,Detroit Pistons,"$543,471"
Trey Freeman,Detroit Pistons,"$543,471"
